Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,PTSPG,APG,GPG,EVG,PPG,SHG,GWG,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE
1,Connor McDavid,29,EDM,C,82,48,90,138,17,44,1.682926829,1.097560976,0.585365854,34,13,1,4,306,15.7,507,1884:48:00,22:59,457,466,49.5,30,40,32,134
2,Nikita Kucherov,32,TBL,RW,76,44,86,130,43,50,1.710526316,1.131578947,0.578947368,35,8,1,8,231,19,533,1545:28:00,20:20,0,2,0,29,36,21,124
3,Nathan MacKinnon,30,COL,C,80,53,74,127,57,39,1.5875,0.925,0.6625,42,11,0,7,350,15.1,598,1780:57:00,22:16,681,653,51,35,64,25,165
4,Macklin Celebrini,19,SJS,F,82,45,70,115,8,44,1.402439024,0.853658537,0.548780488,37,8,0,5,287,15.7,543,1747:54:00,21:19,625,660,48.6,53,53,41,150
5,Mark Scheifele,32,WPG,C,82,36,67,103,0,43,1.256097561,0.817073171,0.43902439,29,7,0,6,175,20.6,328,1763:20:00,21:30,594,679,46.7,47,32,31,129
6,Nick Suzuki,26,MTL,C,82,29,72,101,37,28,1.231707317,0.87804878,0.353658537,17,11,1,2,183,15.8,385,1707:17:00,20:49,731,718,50.4,62,62,29,72
7,Martin Nečas,27,COL,C,78,38,62,100,47,30,1.282051282,0.794871795,0.487179487,29,9,0,5,206,18.4,417,1676:55:00,21:30,9,12,42.9,26,85,23,123
8,David Pastrňák,29,BOS,RW,77,29,71,100,4,72,1.298701299,0.922077922,0.376623377,19,10,0,4,261,11.1,562,1590:29:00,20:39,2,7,22.2,32,86,32,134
9,Leon Draisaitl,30,EDM,C,65,35,62,97,13,26,1.492307692,0.953846154,0.538461538,18,16,1,3,186,18.8,369,1402:23:00,21:35,628,475,56.9,15,34,26,106
10,Jason Robertson,26,DAL,LW,82,45,51,96,22,32,1.170731707,0.62195122,0.548780488,30,15,0,9,294,15.3,552,1660:45:00,20:15,1,2,33.3,34,48,24,107
11,Evan Bouchard,26,EDM,D,82,21,74,95,25,30,1.158536585,0.902439024,0.256097561,14,7,0,5,221,9.5,468,2023:34:00,24:41:00,0,0,,101,29,33,123
12,Kyle Connor,29,WPG,LW,82,39,53,92,-2,16,1.12195122,0.646341463,0.475609756,32,5,2,5,274,14.2,498,1763:31:00,21:30,0,1,0,19,36,21,69
13,Jack Eichel,29,VEG,C,74,27,63,90,23,18,1.216216216,0.851351351,0.364864865,25,1,1,6,260,10.4,471,1568:52:00,21:12,558,613,47.7,40,35,28,120
14,Kirill Kaprizov,28,MIN,LW,78,45,44,89,10,28,1.141025641,0.564102564,0.576923077,26,19,0,7,268,16.8,534,1727:27:00,22:09,0,2,0,27,52,22,112
15,Cole Caufield,25,MTL,RW,81,51,37,88,29,14,1.086419753,0.456790123,0.62962963,40,11,0,12,258,19.8,462,1472:52:00,18:11,6,12,33.3,21,50,22,56
16,Jake Guentzel,31,TBL,C,81,38,50,88,13,61,1.086419753,0.617283951,0.469135802,28,8,2,5,220,17.3,385,1639:55:00,20:15,209,228,47.8,41,39,23,73
17,Clayton Keller,27,UTA,C,82,26,62,88,20,38,1.073170732,0.756097561,0.317073171,23,3,0,6,225,11.6,426,1564:59:00,19:05,13,21,38.2,32,8,26,105
18,Wyatt Johnston,22,DAL,C,82,45,41,86,-5,32,1.048780488,0.5,0.548780488,18,27,0,4,206,21.8,402,1650:07:00,20:07,402,442,47.6,55,56,23,62
19,Matt Boldy,24,MIN,LW,76,42,43,85,18,30,1.118421053,0.565789474,0.552631579,27,11,4,3,254,16.5,501,1563:15:00,20:34,55,69,44.4,58,60,34,86
20,Alex DeBrincat,28,DET,RW,82,41,44,85,8,19,1.036585366,0.536585366,0.5,26,15,0,6,287,14.3,579,1517:01:00,18:30,19,31,38,39,38,43,87
21,Artemi Panarin,34,2TM,LW,78,28,56,84,-7,20,1.076923077,0.717948718,0.358974359,24,4,0,4,224,12.5,512,1625:42:00,20:51,1,0,100,16,11,25,105
21,Artemi Panarin,34,NYR,LW,52,19,38,57,-16,14,1.096153846,0.730769231,0.365384615,17,2,0,3,158,12,361,1087:20:00,20:55,1,0,100,11,8,15,69
21,Artemi Panarin,34,LAK,LW,26,9,18,27,9,6,1.038461538,0.692307692,0.346153846,7,2,0,1,66,13.6,151,538:22:00,20:42,0,0,,5,3,10,36
22,Tim Stützle,24,OTT,LW,80,34,49,83,7,39,1.0375,0.6125,0.425,23,9,2,5,194,17.5,364,1621:24:00,20:16,338,300,53,44,126,34,92
23,Tage Thompson,28,BUF,C,81,40,41,81,-6,35,1,0.50617284,0.49382716,34,6,0,5,272,14.7,557,1558:44:00,19:15,390,468,45.5,48,85,28,69
24,Zach Werenski,28,CBJ,D,75,22,59,81,7,18,1.08,0.786666667,0.293333333,18,4,0,2,260,8.5,590,1996:04:00,26:37:00,0,0,,94,30,35,125
25,Sebastian Aho,28,CAR,F,79,27,53,80,11,46,1.012658228,0.670886076,0.341772152,18,7,2,4,195,13.8,406,1549:23:00,19:37,596,585,50.5,23,63,31,109
26,Mitch Marner,28,VEG,RW,81,24,56,80,17,24,0.987654321,0.691358025,0.296296296,19,5,0,2,165,14.5,372,1616:34:00,19:57,150,222,40.3,46,24,40,104
27,Cale Makar,27,COL,D,75,20,59,79,32,24,1.053333333,0.786666667,0.266666667,16,4,0,4,199,10.1,546,1864:22:00,24:51:00,0,0,,117,35,40,86
28,William Nylander,29,TOR,RW,65,30,49,79,-14,16,1.215384615,0.753846154,0.461538462,23,7,0,4,156,19.2,308,1262:01:00,19:25,31,50,38.3,26,13,31,68
29,Lane Hutson,21,MTL,D,82,12,66,78,36,34,0.951219512,0.804878049,0.146341463,10,2,0,3,124,9.7,300,1949:19:00,23:46,0,0,,137,31,43,93
30,Mika Zibanejad,32,NYR,C,81,34,44,78,-20,14,0.962962963,0.543209877,0.419753086,16,16,2,3,215,15.8,416,1692:42:00,20:54,574,520,52.5,50,105,34,112
31,Jack Hughes,24,NJD,C,61,27,50,77,0,10,1.262295082,0.819672131,0.442622951,22,4,1,5,229,11.8,431,1300:15:00,21:19,145,272,34.8,32,4,37,126
32,Mikko Rantanen,29,DAL,RW,64,22,55,77,0,93,1.203125,0.859375,0.34375,16,6,0,1,139,15.8,288,1291:15:00,20:11,37,47,44,30,48,24,75
33,Lucas Raymond,23,DET,LW,80,25,51,76,1,22,0.95,0.6375,0.3125,18,7,0,5,173,14.5,367,1503:55:00,18:48,1,0,100,29,43,31,76
34,Quinn Hughes,26,2TM,D,74,7,69,76,-4,32,1.027027027,0.932432432,0.094594595,5,2,0,1,187,3.7,476,2052:35:00,27:44:00,0,0,,87,7,34,116
34,Quinn Hughes,26,VAN,D,26,2,21,23,-10,12,0.884615385,0.807692308,0.076923077,0,2,0,0,74,2.7,190,713:08:00,27:26:00,0,0,,32,1,10,41
34,Quinn Hughes,26,MIN,D,48,5,48,53,6,20,1.104166667,1,0.104166667,5,0,0,1,113,4.4,286,1339:27:00,27:54:00,0,0,,55,6,24,75
35,Connor Bedard,20,CHI,C,69,30,45,75,-18,50,1.086956522,0.652173913,0.434782609,23,7,0,5,226,13.3,421,1439:48:00,20:52,315,354,47.1,27,31,27,86
36,Filip Forsberg,31,NSH,C,82,40,35,75,-2,34,0.914634146,0.426829268,0.487804878,29,11,0,3,246,16.3,551,1548:43:00,18:53,10,22,31.3,33,124,48,105
37,Sidney Crosby,38,PIT,C,68,29,45,74,0,44,1.088235294,0.661764706,0.426470588,19,10,0,4,160,18.1,289,1307:42:00,19:14,773,628,55.2,30,60,24,73
38,Rasmus Dahlin,25,BUF,D,77,19,55,74,18,76,0.961038961,0.714285714,0.246753247,13,6,0,0,195,9.7,436,1862:18:00,24:11:00,0,0,,79,67,32,115
39,Brandon Hagel,27,TBL,LW,71,36,38,74,34,58,1.042253521,0.535211268,0.507042254,30,5,1,6,214,16.8,459,1402:58:00,19:46,26,37,41.3,38,42,35,75
40,Ryan O'Reilly,34,NSH,C,81,25,49,74,8,22,0.913580247,0.604938272,0.308641975,18,5,2,8,153,16.3,256,1651:59:00,20:24,739,603,55.1,66,17,50,49
41,Nick Schmaltz,29,UTA,C,82,33,41,74,17,28,0.902439024,0.5,0.402439024,20,11,2,9,207,15.9,397,1617:19:00,19:43,448,526,46,52,23,45,94
42,Dylan Guenther,22,UTA,RW,79,40,33,73,7,28,0.924050633,0.417721519,0.506329114,31,9,0,6,242,16.5,530,1374:19:00,17:24,26,37,41.3,28,66,16,68
43,Adrian Kempe,29,LAK,LW,81,36,37,73,14,58,0.901234568,0.456790123,0.444444444,32,4,0,8,226,15.9,508,1563:46:00,19:18,54,95,36.2,39,127,24,67
44,Juraj Slafkovsky,21,MTL,LW,82,30,43,73,9,52,0.890243902,0.524390244,0.365853659,15,15,0,4,180,16.7,395,1520:04:00,18:32,20,41,32.8,78,105,16,82
45,Mark Stone,33,VEG,RW,60,28,45,73,26,9,1.216666667,0.75,0.466666667,18,9,1,4,130,21.5,241,1152:54:00,19:13,4,10,28.6,47,31,28,70
46,Mathew Barzal,28,NYI,C,81,19,53,72,10,61,0.888888889,0.654320988,0.234567901,17,2,0,4,184,10.3,380,1672:43:00,20:39,210,318,39.8,50,29,42,93
47,Drake Batherson,27,OTT,C,79,33,38,71,-7,33,0.898734177,0.481012658,0.417721519,20,13,0,5,167,19.8,337,1370:47:00,17:21,14,10,58.3,22,122,22,63
48,Jesper Bratt,27,NJD,W,82,22,49,71,-11,12,0.865853659,0.597560976,0.268292683,16,5,1,4,178,12.4,354,1538:36:00,18:46,3,8,27.3,24,74,24,92
49,Nikolaj Ehlers,29,CAR,LW,82,26,45,71,8,14,0.865853659,0.548780488,0.317073171,16,10,0,6,207,12.6,430,1360:51:00,16:36,11,20,35.5,24,21,24,87
50,John Tavares,35,TOR,C,82,31,40,71,-28,28,0.865853659,0.487804878,0.37804878,19,12,0,4,192,16.1,383,1490:33:00,18:11,802,590,57.6,24,74,26,75
51,Darren Raddysh,29,TBL,D,73,22,48,70,21,72,0.95890411,0.657534247,0.301369863,12,10,0,6,212,10.4,459,1656:30:00,22:42,0,0,,69,67,14,73
52,Andrei Svechnikov,25,CAR,RW,79,31,39,70,1,66,0.886075949,0.493670886,0.392405063,19,12,0,3,203,15.3,426,1341:49:00,16:59,10,12,45.5,16,148,23,92
53,Cutter Gauthier,22,ANA,LW,76,41,28,69,-2,28,0.907894737,0.368421053,0.539473684,30,11,0,7,286,14.3,559,1311:13:00,17:15,102,106,49,20,64,19,74
54,Gabriel Vilardi,26,WPG,C,82,30,39,69,-12,24,0.841463415,0.475609756,0.365853659,17,13,0,2,150,20,299,1536:39:00,18:44,42,58,42,35,20,14,63
55,Morgan Geekie,27,BOS,C,81,39,29,68,-5,22,0.839506173,0.358024691,0.481481481,27,12,0,6,181,21.5,355,1409:52:00,17:24,73,87,45.6,34,110,20,78
56,Travis Konecny,28,PHI,RW,77,27,41,68,14,59,0.883116883,0.532467532,0.350649351,24,2,1,2,168,16.1,326,1469:56:00,19:05,20,33,37.7,38,108,17,101
57,Leo Carlsson,21,ANA,C,70,29,38,67,4,33,0.957142857,0.542857143,0.414285714,23,4,2,3,193,15,365,1340:31:00,19:09,433,543,44.4,29,14,34,78
58,Dylan Larkin,29,DET,C,74,34,33,67,3,48,0.905405405,0.445945946,0.459459459,19,14,1,9,228,14.9,451,1493:51:00,20:11,789,703,52.9,33,46,18,67
59,Kirill Marchenko,25,CBJ,RW,76,27,40,67,7,32,0.881578947,0.526315789,0.355263158,20,6,1,7,218,12.4,446,1439:37:00,18:57,4,4,50,40,61,45,95
60,Trevor Zegras,24,PHI,C,81,26,41,67,0,62,0.827160494,0.50617284,0.320987654,16,10,0,5,167,15.6,350,1516:14:00,18:43,131,253,34.1,28,46,25,80
61,Nico Hischier,27,NJD,C,82,28,38,66,-6,29,0.804878049,0.463414634,0.341463415,17,11,0,6,211,13.3,394,1698:46:00,20:43,1008,800,55.8,62,58,27,72
62,Seth Jarvis,23,CAR,C,71,32,34,66,6,23,0.929577465,0.478873239,0.450704225,23,5,4,7,224,14.3,372,1340:27:00,18:53,32,47,40.5,27,81,41,57
63,Erik Karlsson,35,PIT,D,75,15,51,66,8,22,0.88,0.68,0.2,11,4,0,0,176,8.5,471,1770:02:00,23:36,0,0,,64,20,37,102
64,Matthew Knies,23,TOR,LW,79,23,43,66,-30,29,0.835443038,0.544303797,0.291139241,16,6,1,2,140,16.4,241,1484:35:00,18:48,1,5,16.7,32,152,26,68
65,Steven Stamkos,35,NSH,C,82,42,24,66,-17,58,0.804878049,0.292682927,0.512195122,28,14,0,10,206,20.4,408,1461:51:00,17:50,323,237,57.7,36,89,24,65
66,Alex Tuch,29,BUF,RW,79,33,33,66,24,57,0.835443038,0.417721519,0.417721519,23,7,3,2,195,16.9,376,1500:29:00,19:00,46,52,46.9,90,82,39,60
67,Brock Nelson,34,COL,C,81,33,32,65,15,36,0.802469136,0.395061728,0.407407407,23,10,0,9,186,17.7,332,1591:55:00,19:39,735,724,50.4,65,38,21,67
68,Bryan Rust,33,PIT,RW,72,29,36,65,0,26,0.902777778,0.5,0.402777778,20,8,1,4,183,15.8,352,1436:00:00,19:57,2,13,13.3,71,35,13,78
69,Pavel Zacha,28,BOS,C,78,30,35,65,4,28,0.833333333,0.448717949,0.384615385,19,11,0,4,131,22.9,233,1314:00:00,16:51,524,459,53.3,26,64,18,61
70,Pavel Dorofeyev,25,VEG,LW,82,37,27,64,-3,24,0.780487805,0.329268293,0.451219512,17,20,0,4,230,16.1,456,1443:34:00,17:36,0,1,0,28,27,17,64
71,Anthony Mantha,31,PIT,RW,81,33,31,64,10,43,0.790123457,0.382716049,0.407407407,26,7,0,2,152,21.7,281,1230:10:00,15:11,14,32,30.4,40,52,20,82
72,Alex Ovechkin,40,WSH,LW,82,32,32,64,-5,26,0.780487805,0.390243902,0.390243902,27,5,0,5,244,13.1,542,1430:46:00,17:27,2,2,50,16,134,9,62
73,Robert Thomas,26,STL,C,64,25,39,64,22,24,1,0.609375,0.390625,20,3,2,4,102,24.5,195,1216:58:00,19:01,547,495,52.5,40,10,31,96
74,Miro Heiskanen,26,DAL,D,77,9,54,63,9,30,0.818181818,0.701298701,0.116883117,6,2,1,3,148,6.1,336,1961:25:00,25:28:00,0,0,,132,21,39,93
75,Ivan Demidov,20,MTL,RW,82,19,43,62,3,34,0.756097561,0.524390244,0.231707317,12,7,0,4,127,15,282,1270:50:00,15:30,0,0,,26,28,22,72
76,Tom Wilson,31,WSH,RW,72,30,32,62,15,117,0.861111111,0.444444444,0.416666667,22,7,1,3,153,19.6,302,1401:19:00,19:28,17,21,44.7,53,179,18,84
77,Ivan Barbashev,30,VEG,C,82,23,38,61,20,14,0.743902439,0.463414634,0.280487805,21,2,0,3,133,17.3,243,1331:50:00,16:15,13,41,24.1,37,137,15,90
78,Evgeni Malkin,39,PIT,C,56,19,42,61,13,61,1.089285714,0.75,0.339285714,15,4,0,3,147,12.9,239,985:15:00,17:36,109,136,44.5,17,24,29,88
79,Charlie McAvoy,28,BOS,D,69,11,50,61,13,62,0.884057971,0.724637681,0.15942029,9,2,0,1,111,9.9,271,1682:52:00,24:23:00,0,0,,129,79,29,88
80,Sam Reinhart,30,FLA,C,64,29,32,61,-18,10,0.953125,0.5,0.453125,15,11,3,6,165,17.6,368,1362:21:00,21:17,56,91,38.1,40,59,15,52
81,Jakob Chychrun,27,WSH,D,80,26,34,60,20,62,0.75,0.425,0.325,18,8,0,8,221,11.8,528,1867:16:00,23:20,0,0,,114,58,40,105
82,Moritz Seider,24,DET,D,82,10,50,60,15,57,0.731707317,0.609756098,0.12195122,7,3,0,2,187,5.3,409,2104:39:00,25:40:00,0,0,,180,128,29,99
83,Beckett Sennecke,20,ANA,F,82,23,37,60,-12,62,0.731707317,0.451219512,0.280487805,21,1,1,2,197,11.7,387,1430:30:00,17:27,3,2,60,24,97,26,96
84,John Carlson,36,2TM,D,71,14,46,60,9,32,0.845070423,0.647887324,0.197183099,12,2,0,1,153,9.2,354,1644:24:00,23:10,0,1,0,106,26,45,118
84,John Carlson,36,WSH,D,55,10,36,46,11,26,0.836363636,0.654545455,0.181818182,10,0,0,0,115,8.7,265,1257:29:00,22:52,0,1,0,84,20,35,81
84,John Carlson,36,ANA,D,16,4,10,14,-2,6,0.875,0.625,0.25,2,2,0,1,38,10.5,89,386:55:00,24:11:00,0,0,,22,6,10,37
85,Dylan Cozens,24,OTT,C,82,28,31,59,-7,59,0.719512195,0.37804878,0.341463415,15,13,0,3,204,13.7,380,1397:15:00,17:02,435,383,53.2,24,215,19,53
86,Adam Fantilli,21,CBJ,C,82,24,35,59,-13,38,0.719512195,0.426829268,0.292682927,20,4,0,3,214,11.2,440,1550:00:00,18:54,552,556,49.8,51,139,25,94
87,Matthew Schaefer,18,NYI,D,82,23,36,59,13,38,0.719512195,0.43902439,0.280487805,15,8,0,4,222,10.4,527,2023:59:00,24:41:00,0,0,,111,40,38,90
88,Mikhail Sergachev,27,UTA,D,78,10,49,59,2,44,0.756410256,0.628205128,0.128205128,5,5,0,1,159,6.3,366,1895:04:00,24:18:00,0,0,,125,38,32,108
89,Will Smith,20,SJS,C,69,24,35,59,1,16,0.855072464,0.507246377,0.347826087,16,8,0,5,166,14.5,320,1254:38:00,18:11,15,33,31.3,12,16,14,83
90,Brady Tkachuk,26,OTT,LW,60,22,37,59,4,71,0.983333333,0.616666667,0.366666667,16,5,1,3,221,10,370,1017:37:00,16:58,175,129,57.6,19,162,14,40
91,Sam Bennett,29,FLA,C,76,26,32,58,-10,82,0.763157895,0.421052632,0.342105263,21,5,0,5,201,12.9,420,1405:26:00,18:30,517,570,47.6,32,115,25,73
92,Tyler Bertuzzi,30,CHI,LW,79,32,26,58,-16,42,0.734177215,0.329113924,0.405063291,21,11,0,3,164,19.5,296,1457:21:00,18:27,51,62,45.1,24,55,21,76
93,Charlie Coyle,33,CBJ,C,82,20,38,58,3,14,0.707317073,0.463414634,0.243902439,13,7,0,3,144,13.9,247,1484:09:00,18:06,626,608,50.7,53,111,34,53
94,Tomáš Hertl,32,VEG,C,82,24,34,58,-17,39,0.707317073,0.414634146,0.292682927,11,13,0,4,202,11.9,405,1396:47:00,17:02,720,525,57.8,45,114,17,52
95,Jackson LaCombe,25,ANA,D,82,10,48,58,-2,19,0.707317073,0.585365854,0.12195122,6,3,1,0,156,6.4,349,1988:20:00,24:15:00,0,0,,128,74,52,110
96,Dylan Strome,28,WSH,C,80,19,39,58,2,46,0.725,0.4875,0.2375,13,6,0,2,143,13.3,261,1443:01:00,18:02,777,557,58.2,53,11,19,75
97,Bo Horvat,30,NYI,C,68,31,26,57,8,40,0.838235294,0.382352941,0.455882353,23,7,1,7,226,13.7,401,1411:53:00,20:46,690,536,56.3,38,51,19,69
98,Patrick Kane,37,DET,RW,67,16,41,57,-1,16,0.850746269,0.611940299,0.23880597,14,2,0,4,169,9.5,314,1185:35:00,17:42,5,10,33.3,24,21,9,67
99,Alexis Lafrenière,24,NYR,LW,82,24,33,57,-7,20,0.695121951,0.402439024,0.292682927,15,9,0,5,164,14.6,330,1443:04:00,17:36,9,29,23.7,42,84,25,51
100,Troy Terry,28,ANA,C,61,19,38,57,11,14,0.93442623,0.62295082,0.31147541,16,1,2,3,161,11.8,314,1119:11:00,18:21,4,6,40,16,2,25,49
101,Luke Evangelista,23,NSH,RW,81,12,44,56,1,28,0.691358025,0.543209877,0.148148148,11,1,0,1,176,6.8,316,1346:25:00,16:37,0,1,0,21,21,25,58
102,Ryan Nugent-Hopkins,32,EDM,C,72,20,36,56,-9,21,0.777777778,0.5,0.277777778,9,11,0,2,133,15,264,1372:12:00,19:04,172,191,47.4,31,25,14,42
103,Jordan Eberle,35,SEA,RW,80,26,29,55,2,28,0.6875,0.3625,0.325,22,4,0,3,168,15.5,311,1478:07:00,18:29,12,20,37.5,43,55,24,56
104,Roman Josi,35,NSH,D,68,13,42,55,-15,30,0.808823529,0.617647059,0.191176471,9,4,0,3,181,7.2,385,1691:40:00,24:53:00,0,0,,101,24,23,77
105,Josh Morrissey,30,WPG,D,77,14,41,55,6,30,0.714285714,0.532467532,0.181818182,12,2,0,2,146,9.6,339,1903:27:00,24:43:00,0,0,,118,36,17,98
106,Carter Verhaeghe,30,FLA,C,77,25,30,55,-14,32,0.714285714,0.38961039,0.324675325,19,6,0,4,187,13.4,384,1356:11:00,17:37,39,75,34.2,22,68,29,66
107,Alexander Wennberg,31,SJS,C,80,18,37,55,-25,18,0.6875,0.4625,0.225,10,8,0,3,93,19.4,170,1636:29:00,20:27,655,745,46.8,93,28,35,54
108,Viktor Arvidsson,32,BOS,LW,69,25,29,54,20,24,0.782608696,0.420289855,0.362318841,21,4,0,6,174,14.4,358,1007:20:00,14:36,7,7,50,36,24,15,58
109,Brad Marchand,37,FLA,LW,52,27,27,54,-16,38,1.038461538,0.519230769,0.519230769,21,6,0,3,137,19.7,275,922:13:00,17:44,1,7,12.5,16,36,15,56
110,Ryan McLeod,26,BUF,C,81,14,40,54,25,16,0.666666667,0.49382716,0.172839506,9,0,5,1,90,15.6,179,1426:30:00,17:37,612,672,47.7,34,16,37,97
111,Jake Sanderson,23,OTT,D,67,14,40,54,16,8,0.805970149,0.597014925,0.208955224,9,5,0,3,147,9.5,374,1664:14:00,24:50:00,0,0,,128,29,31,81
112,Mats Zuccarello,38,MIN,LW,59,15,39,54,-5,20,0.915254237,0.661016949,0.254237288,9,6,0,5,122,12.3,251,1100:01:00,18:39,27,33,45,26,16,13,62
113,Jackson Blake,22,CAR,RW,81,22,31,53,4,40,0.654320988,0.382716049,0.271604938,19,3,0,3,174,12.6,347,1336:26:00,16:30,0,10,0,34,13,30,92
114,William Eklund,23,SJS,LW,78,15,38,53,-31,32,0.679487179,0.487179487,0.192307692,12,3,0,1,176,8.5,333,1446:11:00,18:32,11,20,35.5,51,72,18,66
115,Adam Fox,27,NYR,D,55,9,44,53,5,20,0.963636364,0.8,0.163636364,4,5,0,1,91,9.9,274,1299:35:00,23:38,0,0,,74,24,36,65
116,Auston Matthews,28,TOR,C,60,27,26,53,-4,18,0.883333333,0.433333333,0.45,22,5,0,3,227,11.9,402,1248:14:00,20:48,580,392,59.7,81,42,30,51
117,J.T. Miller,32,NYR,C,68,17,36,53,-30,33,0.779411765,0.529411765,0.25,11,6,0,5,144,11.8,279,1369:54:00,20:09,547,343,61.5,34,123,15,84
118,Vincent Trocheck,32,NYR,C,67,16,37,53,-16,64,0.791044776,0.552238806,0.23880597,12,2,2,1,114,14,256,1376:56:00,20:33,625,474,56.9,49,193,27,80
119,Anthony Cirelli,28,TBL,C,71,23,29,52,38,48,0.732394366,0.408450704,0.323943662,18,3,2,3,125,18.4,220,1229:24:00,17:19,518,557,48.2,47,50,25,50
120,Josh Doan,23,BUF,RW,82,25,27,52,-4,25,0.634146341,0.329268293,0.304878049,16,9,0,4,170,14.7,313,1301:03:00,15:52,4,14,22.2,31,78,46,64
121,Zach Hyman,33,EDM,LW,58,31,21,52,13,28,0.896551724,0.362068966,0.534482759,21,10,0,2,159,19.5,291,1159:04:00,19:59,0,1,0,18,56,8,27
122,Aliaksei Protas,25,WSH,C,76,25,27,52,20,20,0.684210526,0.355263158,0.328947368,23,0,2,5,159,15.7,322,1385:57:00,18:14,30,37,44.8,42,33,26,86
123,Christian Dvorak,29,PHI,C,80,18,33,51,11,27,0.6375,0.4125,0.225,15,3,0,2,151,11.9,264,1476:45:00,18:28,629,525,54.5,52,38,20,62
124,Joel Eriksson Ek,29,MIN,C,70,19,32,51,16,32,0.728571429,0.457142857,0.271428571,12,7,0,3,194,9.8,341,1335:33:00,19:05,681,709,49,34,106,19,41
125,Brock Faber,23,MIN,D,80,15,36,51,18,39,0.6375,0.45,0.1875,13,1,1,1,173,8.7,361,1974:10:00,24:41:00,0,0,,148,33,36,92
126,Dylan Holloway,24,STL,C,59,22,29,51,13,20,0.86440678,0.491525424,0.372881356,18,4,0,2,162,13.6,296,1076:59:00,18:15,31,33,48.4,41,129,13,42
127,Matvei Michkov,21,PHI,RW,81,20,31,51,0,71,0.62962963,0.382716049,0.24691358,16,4,0,3,163,12.3,299,1202:04:00,14:50,1,11,8.3,19,33,22,87
128,Elias Pettersson,27,VAN,C,74,15,36,51,-30,20,0.689189189,0.486486486,0.202702703,10,4,1,0,131,11.5,293,1403:09:00,18:58,642,711,47.5,108,67,31,68
129,Jack Quinn,24,BUF,RW,82,20,31,51,4,18,0.62195122,0.37804878,0.243902439,16,4,0,4,191,10.5,376,1283:50:00,15:39,3,9,25,25,52,14,72
130,Jimmy Snuggerud,21,STL,RW,70,21,30,51,16,18,0.728571429,0.428571429,0.3,16,5,0,5,169,12.4,335,1168:42:00,16:42,4,8,33.3,39,71,24,61
131,Owen Tippett,26,PHI,RW,81,28,23,51,-6,32,0.62962963,0.283950617,0.345679012,22,3,3,2,220,12.7,434,1364:17:00,16:51,9,21,30,50,166,28,89
132,Matty Beniers,23,SEA,C,82,20,30,50,-8,23,0.609756098,0.365853659,0.243902439,14,6,0,1,149,13.4,321,1580:41:00,19:17,515,557,48,69,31,21,82
133,Shayne Gostisbehere,32,CAR,D,55,13,37,50,11,22,0.909090909,0.672727273,0.236363636,7,6,0,1,116,11.2,282,1057:47:00,19:14,0,0,,63,29,19,54
134,Chris Kreider,34,ANA,LW,75,22,28,50,-4,34,0.666666667,0.373333333,0.293333333,14,8,0,3,139,15.8,286,1278:40:00,17:03,15,27,35.7,20,69,17,68
135,Brayden Point,29,TBL,C,63,18,32,50,12,14,0.793650794,0.507936508,0.285714286,12,6,0,0,129,14,246,1150:15:00,18:15,299,354,45.8,23,8,13,41
136,Nazem Kadri,35,2TM,C,77,16,34,50,-30,30,0.649350649,0.441558442,0.207792208,11,5,0,2,213,7.5,440,1465:35:00,19:02,464,525,46.9,30,50,20,75
136,Nazem Kadri,35,CGY,C,61,12,29,41,-27,24,0.672131148,0.475409836,0.196721311,10,2,0,1,175,6.9,358,1180:55:00,19:22,426,467,47.7,19,37,19,64
136,Nazem Kadri,35,COL,C,16,4,5,9,-3,6,0.5625,0.3125,0.25,1,3,0,1,38,10.5,82,284:40:00,17:48,38,58,39.6,11,13,1,11
137,Quinton Byfield,23,LAK,C,79,24,25,49,-2,46,0.620253165,0.316455696,0.303797468,20,4,0,4,180,13.3,360,1581:55:00,20:01,508,609,45.5,44,66,37,74
138,Claude Giroux,38,OTT,C,82,14,35,49,20,22,0.597560976,0.426829268,0.170731707,13,1,0,3,138,10.1,248,1336:47:00,16:18,504,295,63.1,27,65,24,52
139,Filip Hronek,28,VAN,D,82,8,41,49,-23,33,0.597560976,0.5,0.097560976,4,4,0,1,137,5.8,317,2050:28:00,25:00:00,0,0,,100,133,34,108
140,Marcus Johansson,35,MIN,C,75,15,34,49,18,12,0.653333333,0.453333333,0.2,12,3,0,4,106,14.2,203,1156:38:00,15:25,6,10,37.5,20,34,22,53
141,Valeri Nichushkin,30,COL,RW,72,17,32,49,9,26,0.680555556,0.444444444,0.236111111,15,1,1,1,160,10.6,321,1276:12:00,17:44,2,2,50,27,55,23,59
142,Chandler Stephenson,31,SEA,C,80,16,33,49,-24,14,0.6125,0.4125,0.2,10,6,0,3,93,17.2,159,1550:32:00,19:23,759,698,52.1,56,20,32,67
143,Tyler Toffoli,33,SJS,C,79,19,30,49,-12,10,0.620253165,0.379746835,0.240506329,13,6,0,2,172,11,350,1183:19:00,14:59,6,16,27.3,31,48,18,58
144,Brock Boeser,28,VAN,RW,75,22,26,48,-48,8,0.64,0.346666667,0.293333333,15,6,1,3,166,13.3,332,1429:00:00,19:03,57,79,41.9,26,54,16,57
