Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,PTSPG,APG,GPG,EVG,PPG,SHG,GWG,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE
733,Jacob Quillan,23,TOR,F,23,1,2,3,-5,2,0.130434783,0.086956522,0.043478261,1,0,0,0,14,7.1,32,236:12:00,10:16,68,94,42,13,46,6,12
734,Ryan Reaves,39,SJS,RW,50,3,0,3,-12,37,0.06,0,0.06,3,0,0,0,25,12,55,390:24:00,7:48,0,2,0,15,160,8,19
735,Alec Regula,25,EDM,D,29,0,3,3,-16,35,0.103448276,0.103448276,0,0,0,0,0,18,0,51,419:36:00,14:28,0,0,,44,15,7,28
736,Dominik Shine,32,DET,F,18,3,0,3,0,7,0.166666667,0,0.166666667,3,0,0,0,13,23.1,19,124:50:00,6:56,5,6,45.5,6,14,6,8
737,Arturs Silovs,24,PIT,G,39,0,3,3,0,4,0.076923077,0.076923077,0,0,0,0,0,0,,0,2246:33:00,57:36:00,0,0,,0,0,0,13
738,Brandon Tanev,34,UTA,LW,56,0,3,3,-15,50,0.053571429,0.053571429,0,0,0,0,0,42,0,86,524:04:00,9:22,3,11,21.4,34,155,7,35
739,Lassi Thomson,25,OTT,D,11,0,3,3,3,0,0.272727273,0.272727273,0,0,0,0,0,11,0,31,151:12:00,13:45,0,0,,9,6,4,6
740,Marshall Warren,24,NYI,D,8,0,3,3,0,4,0.375,0.375,0,0,0,0,0,7,0,19,91:49:00,11:29,0,0,,5,7,1,7
741,Brennan Othmann,23,2TM,LW,19,2,1,3,-8,11,0.157894737,0.052631579,0.105263158,2,0,0,0,15,13.3,30,190:02:00,10:00,0,3,0,8,44,2,5
741,Brennan Othmann,23,NYR,LW,17,1,0,1,-4,11,0.058823529,0,0.058823529,1,0,0,0,13,7.7,23,167:55:00,9:53,0,2,0,8,40,2,5
741,Brennan Othmann,23,CGY,LW,2,1,1,2,-4,0,1,0.5,0.5,1,0,0,0,2,50,7,22:07,11:04,0,1,0,0,4,0,0
742,Egor Zamula,25,2TM,D,33,0,3,3,6,4,0.090909091,0.090909091,0,0,0,0,0,18,0,51,431:13:00,13:04,0,0,,40,7,6,27
742,Egor Zamula,25,PHI,D,13,0,1,1,4,4,0.076923077,0.076923077,0,0,0,0,0,9,0,19,182:23:00,14:02,0,0,,15,2,1,10
742,Egor Zamula,25,CBJ,D,20,0,2,2,2,0,0.1,0.1,0,0,0,0,0,9,0,32,248:50:00,12:27,0,0,,25,5,5,17
743,Jack Ahcan,28,COL,D,11,0,2,2,2,2,0.181818182,0.181818182,0,0,0,0,0,8,0,19,126:51:00,11:32,0,0,,6,6,0,6
744,Nicolas Aubé-Kubel,29,MIN,RW,6,0,2,2,1,6,0.333333333,0.333333333,0,0,0,0,0,5,0,13,69:42:00,11:37,0,5,0,5,7,2,1
745,Jake Bean,27,CGY,D,16,1,1,2,-7,16,0.125,0.0625,0.0625,1,0,0,0,16,6.3,44,255:16:00,15:57,0,0,,29,3,5,15
746,Jordan Binnington,32,STL,G,41,0,2,2,0,4,0.048780488,0.048780488,0,0,0,0,0,0,,0,2307:48:00,56:17:00,0,0,,0,0,0,17
747,Sergei Bobrovsky,37,FLA,G,52,0,2,2,0,9,0.038461538,0.038461538,0,0,0,0,0,0,,0,3009:39:00,57:53:00,0,0,,0,0,0,19
748,Sacha Boisvert,19,CHI,F,7,1,1,2,-1,9,0.285714286,0.142857143,0.142857143,1,0,0,1,6,16.7,12,64:43:00,9:15,17,28,37.8,1,9,0,4
749,Oliver Bonk,21,PHI,D,1,1,1,2,1,0,2,1,1,1,0,0,0,1,100,1,16:28,16:28,0,0,,0,2,0,2
750,Dennis Cholowski,27,NJD,D,17,0,2,2,-6,2,0.117647059,0.117647059,0,0,0,0,0,12,0,25,249:25:00,14:40,0,0,,17,3,5,18
751,Drew Fortescue,20,NYR,D,9,0,2,2,4,4,0.222222222,0.222222222,0,0,0,0,0,3,0,13,133:35:00,14:51,0,0,,7,6,0,5
752,Philipp Grubauer,34,SEA,G,32,0,2,2,0,0,0.0625,0.0625,0,0,0,0,0,0,,0,1791:06:00,55:58:00,0,0,,0,0,0,12
753,Filip Gustavsson,27,MIN,G,50,0,2,2,0,0,0.04,0.04,0,0,0,0,0,0,,0,2967:55:00,59:22:00,0,0,,0,0,0,24
754,Hunter Haight,21,MIN,C,9,1,1,2,-5,4,0.222222222,0.111111111,0.111111111,1,0,0,0,13,7.7,19,97:32:00,10:50,30,37,44.8,2,10,1,4
755,Brian Halonen,27,NJD,F,15,1,1,2,-1,9,0.133333333,0.066666667,0.066666667,1,0,0,1,7,14.3,19,114:11:00,7:37,0,1,0,2,28,3,5
756,Travis Hamonic,35,DET,D,26,0,2,2,-11,29,0.076923077,0.076923077,0,0,0,0,0,21,0,44,373:50:00,14:23,0,0,,41,32,6,19
757,Justin Holl,34,STL,D,9,1,1,2,5,6,0.222222222,0.111111111,0.111111111,1,0,0,1,7,14.3,16,141:03:00,15:40,0,0,,5,5,4,3
758,Connor Ingram,28,EDM,G,32,0,2,2,0,2,0.0625,0.0625,0,0,0,0,0,0,,0,1778:14:00,55:34:00,0,0,,0,0,0,10
759,Michael Kesselring,26,BUF,D,34,0,2,2,0,50,0.058823529,0.058823529,0,0,0,0,0,46,0,102,455:25:00,13:24,0,0,,38,25,7,38
760,Justin Kirkland,29,CGY,LW,20,1,1,2,1,2,0.1,0.05,0.05,1,0,0,1,11,9.1,29,196:27:00,9:49,63,63,50,11,29,3,14
761,Kevin Korchinski,21,CHI,D,13,0,2,2,-4,4,0.153846154,0.153846154,0,0,0,0,0,7,0,17,177:17:00,13:38,0,0,,13,4,2,13
762,Kirill Kudryavtsev,21,VAN,D,3,0,2,2,2,0,0.666666667,0.666666667,0,0,0,0,0,4,0,9,46:54:00,15:38,0,0,,1,1,0,1
763,Sam Lafferty,30,CHI,C,29,1,1,2,-2,14,0.068965517,0.034482759,0.034482759,1,0,0,0,9,11.1,20,249:19:00,8:36,26,26,50,5,35,2,15
764,Juho Lammikko,30,NJD,RW,24,0,2,2,-4,4,0.083333333,0.083333333,0,0,0,0,0,15,0,25,237:00:00,9:53,55,57,49.1,14,40,2,4
765,Kevin Lankinen,30,VAN,G,47,0,2,2,0,4,0.042553191,0.042553191,0,0,0,0,0,0,,0,2592:21:00,55:09:00,0,0,,0,0,0,8
766,Andre Lee,25,LAK,LW,7,1,1,2,-2,0,0.285714286,0.142857143,0.142857143,1,0,0,0,5,20,14,71:59:00,10:17,0,0,,3,17,3,2
767,Charles-Alexis Legault,22,CAR,D,12,1,1,2,5,15,0.166666667,0.083333333,0.083333333,1,0,0,0,12,8.3,33,171:32:00,14:18,0,0,,10,13,7,13
768,Olle Lycksell,26,OTT,RW,7,1,1,2,-2,0,0.285714286,0.142857143,0.142857143,1,0,0,1,7,14.3,10,69:08:00,9:53,0,0,,4,4,1,1
769,Hugh McGing,27,STL,LW,3,1,1,2,0,0,0.666666667,0.333333333,0.333333333,1,0,0,0,4,25,5,32:37:00,10:52,4,1,80,2,0,1,2
770,Elvis Merzļikins,31,CBJ,G,30,0,2,2,0,0,0.066666667,0.066666667,0,0,0,0,0,0,,0,1678:37:00,55:57:00,0,0,,0,0,0,13
771,Colin Miller,33,WPG,D,18,0,2,2,-8,6,0.111111111,0.111111111,0,0,0,0,0,20,0,60,256:57:00,14:17,0,0,,13,29,4,13
772,Oscar Fisker Molgaard,20,SEA,C,13,0,2,2,2,2,0.153846154,0.153846154,0,0,0,0,0,6,0,15,120:04:00,9:14,34,42,44.7,8,9,1,8
773,Philippe Myers,29,TOR,D,39,0,2,2,-10,22,0.051282051,0.051282051,0,0,0,0,0,42,0,98,567:11:00,14:33,0,0,,51,55,4,35
774,Logan O'Connor,29,COL,RW,13,0,2,2,-1,4,0.153846154,0.153846154,0,0,0,0,0,13,0,22,148:47:00,11:27,0,1,0,3,11,3,6
775,Tyler Pitlick,34,MIN,C,32,2,0,2,-4,24,0.0625,0,0.0625,2,0,0,0,26,7.7,50,248:44:00,7:46,0,3,0,19,78,5,8
776,Wilmer Skoog,26,FLA,F,3,0,2,2,3,4,0.666666667,0.666666667,0,0,0,0,0,4,0,10,45:03:00,15:01,0,0,,5,2,0,1
777,Brendan Smith,36,CBJ,D,15,0,2,2,-1,11,0.133333333,0.133333333,0,0,0,0,0,10,0,21,166:10:00,11:05,0,0,,11,12,5,15
778,Chris Tanev,36,TOR,D,11,0,2,2,8,0,0.181818182,0.181818182,0,0,0,0,0,8,0,18,197:42:00,17:58,0,0,,15,2,5,8
779,Andrei Vasilevskiy,31,TBL,G,58,0,2,2,0,11,0.034482759,0.034482759,0,0,0,0,0,0,,0,3430:45:00,59:09:00,0,0,,0,0,0,24
780,Karel Vejmelka,29,UTA,G,64,0,2,2,0,2,0.03125,0.03125,0,0,0,0,0,0,,0,3692:45:00,57:42:00,0,0,,0,0,0,27
781,Carter Yakemchuk,20,OTT,D,4,1,1,2,-1,2,0.5,0.25,0.25,1,0,0,0,5,20,13,58:08:00,14:32,0,0,,4,0,1,7
782,Nicolas Deslauriers,34,2TM,LW,31,0,2,2,-3,38,0.064516129,0.064516129,0,0,0,0,0,18,0,36,264:58:00,8:33,1,0,100,8,121,3,10
782,Nicolas Deslauriers,34,PHI,LW,24,0,1,1,-3,33,0.041666667,0.041666667,0,0,0,0,0,13,0,24,193:58:00,8:05,1,0,100,8,86,3,8
782,Nicolas Deslauriers,34,CAR,LW,7,0,1,1,0,5,0.142857143,0.142857143,0,0,0,0,0,5,0,12,71:00:00,10:09,0,0,,0,35,0,2
783,Jake Allen,35,NJD,G,37,0,1,1,0,0,0.027027027,0.027027027,0,0,0,0,0,0,,0,2186:34:00,59:06:00,0,0,,0,0,0,12
784,Frederik Andersen,36,CAR,G,35,0,1,1,0,4,0.028571429,0.028571429,0,0,0,0,0,0,,1,2101:52:00,60:03:00,0,0,,0,0,0,29
785,Alex Barré-Boulet,28,COL,F,2,0,1,1,0,0,0.5,0.5,0,0,0,0,0,0,,3,16:48,8:24,2,0,100,0,3,0,0
786,Owen Beck,21,MTL,C,15,1,0,1,4,6,0.066666667,0,0.066666667,1,0,0,0,11,9.1,25,137:50:00,9:11,44,31,58.7,8,24,2,10
787,Anton Blidh,30,NYR,LW,4,0,1,1,1,0,0.25,0.25,0,0,0,0,0,4,0,5,30:49:00,7:42,0,0,,0,10,0,1
788,Angus Booth,21,LAK,D,1,1,0,1,1,0,1,0,1,1,0,0,0,1,100,2,12:18,12:18,0,0,,1,2,0,1
789,Michael Brandsegg-Nygard,20,DET,F,14,0,1,1,-5,2,0.071428571,0.071428571,0,0,0,0,0,20,0,46,175:14:00,12:31,0,0,,3,43,5,12
790,Brendan Brisson,24,NYR,C,3,0,1,1,-1,0,0.333333333,0.333333333,0,0,0,0,0,2,0,3,31:46:00,10:35,0,0,,1,1,1,1
791,Harrison Brunicke,19,PIT,D,9,1,0,1,-4,6,0.111111111,0,0.111111111,1,0,0,0,8,12.5,22,141:26:00,15:43,0,0,,13,4,1,14
792,Brandon Bussi,27,CAR,G,39,0,1,1,0,2,0.025641026,0.025641026,0,0,0,0,0,0,,0,2360:49:00,60:32:00,0,0,,0,0,0,29
793,Ethan Cardwell,23,SJS,RW,7,1,0,1,-3,2,0.142857143,0,0.142857143,1,0,0,1,6,16.7,19,83:31:00,11:56,0,0,,1,9,3,5
794,Mitchell Chaffee,28,TBL,F,11,0,1,1,-2,4,0.090909091,0.090909091,0,0,0,0,0,9,0,12,105:10:00,9:34,5,5,50,5,29,0,7
795,Connor Clattenburg,20,EDM,F,5,1,0,1,1,13,0.2,0,0.2,1,0,0,0,3,33.3,7,36:02:00,7:12,0,0,,3,17,0,4
796,Sam Colangelo,24,ANA,RW,9,1,0,1,-3,4,0.111111111,0,0.111111111,1,0,0,0,7,14.3,17,91:36:00,10:11,1,1,50,1,11,1,8
797,Devin Cooley,28,CGY,G,31,0,1,1,0,2,0.032258065,0.032258065,0,0,0,0,0,0,,0,1718:00:00,55:25:00,0,0,,0,0,0,17
798,Angus Crookshank,26,NJD,LW,8,1,0,1,1,4,0.125,0,0.125,1,0,0,0,4,25,9,68:51:00,8:36,1,2,33.3,7,5,0,2
799,Cameron Crotty,26,OTT,D,6,0,1,1,0,0,0.166666667,0.166666667,0,0,0,0,0,5,0,9,89:31:00,14:55,0,0,,3,3,2,3
800,Evgenii Dadonov,36,NJD,RW,24,1,0,1,-6,2,0.041666667,0,0.041666667,1,0,0,0,20,5,39,255:43:00,10:39,0,1,0,12,7,2,15
801,Jared Davidson,23,MTL,C,10,0,1,1,-4,10,0.1,0.1,0,0,0,0,0,9,0,19,87:10:00,8:43,0,1,0,1,18,1,5
802,Luca Del Bel Belluz,22,CBJ,C,14,0,1,1,-2,4,0.071428571,0.071428571,0,0,0,0,0,11,0,16,127:22:00,9:06,23,37,38.3,10,3,2,1
803,Ethan Del Mastro,23,CHI,D,19,0,1,1,-11,18,0.052631579,0.052631579,0,0,0,0,0,18,0,39,268:29:00,14:08,0,0,,22,19,5,16
804,Thatcher Demko,30,VAN,G,20,0,1,1,0,0,0.05,0.05,0,0,0,0,0,0,,0,1115:52:00,55:48:00,0,0,,0,0,0,9
805,Lukáš Dostál,25,ANA,G,56,0,1,1,0,8,0.017857143,0.017857143,0,0,0,0,0,0,,2,3267:56:00,58:21:00,0,0,,0,0,0,25
806,Victor Eklund,19,NYI,RW,1,0,1,1,0,0,1,1,0,0,0,0,0,2,0,2,15:30,15:30,0,0,,0,2,0,0
807,Colten Ellis,25,BUF,G,16,0,1,1,0,0,0.0625,0.0625,0,0,0,0,0,0,,1,911:20:00,56:58:00,0,0,,0,0,0,12
808,Adam Engstrom,22,MTL,D,15,0,1,1,2,8,0.066666667,0.066666667,0,0,0,0,0,11,0,29,195:47:00,13:03,0,0,,8,7,2,7
809,Samuel Ersson,26,PHI,G,33,0,1,1,0,2,0.03030303,0.03030303,0,0,0,0,0,0,,0,1866:35:00,56:34:00,0,0,,0,0,0,5
810,Nolan Foote,25,FLA,LW,12,1,0,1,-4,6,0.083333333,0,0.083333333,1,0,0,0,13,7.7,27,129:31:00,10:48,0,0,,4,27,2,2
811,Parker Ford,25,WPG,F,15,0,1,1,-2,4,0.066666667,0.066666667,0,0,0,0,0,10,0,25,146:15:00,9:45,30,36,45.5,12,27,2,1
812,Isaiah George,21,NYI,D,4,0,1,1,1,0,0.25,0.25,0,0,0,0,0,2,0,6,53:29:00,13:22,0,0,,3,1,2,2
813,John Gibson,32,DET,G,57,0,1,1,0,4,0.01754386,0.01754386,0,0,0,0,0,0,,1,3181:14:00,55:49:00,0,0,,0,0,0,27
814,Dennis Gilbert,29,OTT,D,8,0,1,1,0,2,0.125,0.125,0,0,0,0,0,2,0,7,101:30:00,12:41,0,0,,12,10,0,6
815,Patrick Giles,26,SJS,F,3,0,1,1,1,0,0.333333333,0.333333333,0,0,0,0,0,2,0,5,26:36:00,8:52,9,6,60,2,3,0,1
816,Ryan Graves,30,PIT,D,22,1,0,1,-3,10,0.045454545,0,0.045454545,1,0,0,0,21,4.8,72,336:41:00,15:18,0,0,,38,23,7,20
817,Jet Greaves,24,CBJ,G,55,0,1,1,0,0,0.018181818,0.018181818,0,0,0,0,0,1,0,1,3276:06:00,59:34:00,0,0,,0,0,0,17
818,Maxim Groshev,24,TBL,RW,2,0,1,1,1,0,0.5,0.5,0,0,0,0,0,1,0,1,23:00,11:30,0,0,,1,0,0,1
819,Tyson Gross,23,CGY,F,6,1,0,1,-2,2,0.166666667,0,0.166666667,1,0,0,0,5,20,9,66:09:00,11:02,27,26,50.9,5,4,1,2
820,James Hagens,19,BOS,C,2,0,1,1,1,2,0.5,0.5,0,0,0,0,0,2,0,5,29:06:00,14:33,1,0,100,0,1,3,3
821,Luke Haymes,22,TOR,F,4,0,1,1,-2,2,0.25,0.25,0,0,0,0,0,3,0,7,54:13:00,13:33,8,18,30.8,2,3,0,1
822,Adin Hill,29,VEG,G,27,0,1,1,0,2,0.037037037,0.037037037,0,0,0,0,0,0,,1,1497:49:00,55:28:00,0,0,,0,0,0,7
823,Mikulas Hovorka,24,FLA,D,4,0,1,1,-1,0,0.25,0.25,0,0,0,0,0,3,0,8,59:38:00,14:55,0,0,,2,3,1,6
824,Cameron Hughes,29,DAL,C,3,1,0,1,2,0,0.333333333,0,0.333333333,1,0,0,0,2,50,2,21:57,7:19,0,0,,2,3,0,1
825,Quinn Hutson,24,EDM,F,4,1,0,1,-1,0,0.25,0,0.25,1,0,0,1,3,33.3,6,31:59:00,8:00,0,1,0,1,0,0,3
826,Ivan Ivan,23,COL,F,9,0,1,1,1,2,0.111111111,0.111111111,0,0,0,0,0,4,0,7,67:04:00,7:27,10,14,41.7,1,3,0,3
827,Ludvig Jansson,22,FLA,D,4,0,1,1,2,0,0.25,0.25,0,0,0,0,0,3,0,6,69:05:00,17:16,0,0,,5,0,1,4
828,Tristan Jarry,30,2TM,G,33,0,1,1,0,0,0.03030303,0.03030303,0,0,0,0,0,1,0,1,1773:37:00,53:45:00,0,0,,0,0,0,14
828,Tristan Jarry,30,PIT,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,810:45:00,57:55:00,0,0,,0,0,0,4
828,Tristan Jarry,30,EDM,G,19,0,1,1,0,0,0.052631579,0.052631579,0,0,0,0,0,1,0,1,962:52:00,50:41:00,0,0,,0,0,0,10
829,Caleb Jones,28,PIT,D,7,0,1,1,1,0,0.142857143,0.142857143,0,0,0,0,0,5,0,17,120:12:00,17:10,0,0,,15,10,1,4
830,Arthur Kaliyev,24,OTT,RW,2,0,1,1,0,0,0.5,0.5,0,0,0,0,0,4,0,8,21:13,10:37,0,0,,0,0,0,2
831,Matt Kiersted,27,MIN,D,6,0,1,1,0,0,0.166666667,0.166666667,0,0,0,0,0,4,0,5,94:22:00,15:44,0,0,,10,0,0,10
832,Spencer Knight,24,CHI,G,55,0,1,1,0,0,0.018181818,0.018181818,0,0,0,0,0,1,0,1,3293:15:00,59:53:00,0,0,,0,0,0,37
833,Joona Koppanen,27,PIT,LW,13,0,1,1,-2,2,0.076923077,0.076923077,0,0,0,0,0,7,0,18,157:48:00,12:08,20,28,41.7,4,11,4,5
834,Darcy Kuemper,35,LAK,G,50,0,1,1,0,6,0.02,0.02,0,0,0,0,0,0,,0,2887:54:00,57:45:00,0,0,,0,0,0,17
835,Patrik Laine,27,MTL,RW,5,0,1,1,-3,2,0.2,0.2,0,0,0,0,0,6,0,20,63:02:00,12:36,2,1,66.7,0,2,0,2
836,Maveric Lamoureux,22,UTA,D,5,0,1,1,4,2,0.2,0.2,0,0,0,0,0,4,0,10,73:16:00,14:39,0,0,,9,11,2,4
837,Charlie Lindgren,32,WSH,G,21,0,1,1,0,8,0.047619048,0.047619048,0,0,0,0,0,1,0,1,1246:02:00,59:20:00,0,0,,0,0,0,19
838,Matt Luff,28,STL,RW,5,1,0,1,-2,0,0.2,0,0.2,1,0,0,0,5,20,7,45:40:00,9:08,0,0,,4,8,2,0
839,Tristan Luneau,22,ANA,D,1,1,0,1,2,0,1,0,1,1,0,0,0,2,50,3,11:37,11:37,0,0,,1,1,0,0
840,Ukko-Pekka Luukkonen,26,BUF,G,35,0,1,1,0,4,0.028571429,0.028571429,0,0,0,0,0,0,,0,2027:46:00,57:56:00,0,0,,0,0,0,20
841,Alex Lyon,33,BUF,G,36,0,1,1,0,4,0.027777778,0.027777778,0,0,0,0,0,0,,0,1992:01:00,55:20:00,0,0,,0,0,0,16
842,Kurtis MacDermid,31,OTT,LW,19,0,1,1,-5,33,0.052631579,0.052631579,0,0,0,0,0,4,0,5,79:50:00,4:12,0,0,,6,18,0,2
843,Brady Martin,18,NSH,C,3,0,1,1,0,0,0.333333333,0.333333333,0,0,0,0,0,2,0,3,34:15:00,11:25,5,11,31.3,2,0,0,4
844,Dysin Mayo,29,CBJ,D,3,0,1,1,1,0,0.333333333,0.333333333,0,0,0,0,0,5,0,7,25:12:00,8:24,0,0,,1,0,0,0
845,Hunter Mcdonald,23,PHI,D,1,0,1,1,3,4,1,1,0,0,0,0,0,0,,1,15:11,15:11,0,0,,1,5,0,0
846,Dakota Mermis,32,TOR,D,11,1,0,1,-3,11,0.090909091,0,0.090909091,1,0,0,0,5,20,15,143:18:00,13:02,0,0,,9,8,2,8
847,Keaton Middleton,27,COL,D,3,0,1,1,-1,4,0.333333333,0.333333333,0,0,0,0,0,0,,4,32:16:00,10:45,0,0,,1,6,0,1
848,Travis Mitchell,26,NYI,D,9,1,0,1,0,6,0.111111111,0,0.111111111,1,0,0,0,4,25,13,103:50:00,11:32,0,0,,6,13,0,6
849,Ty Mueller,22,VAN,C,6,1,0,1,1,2,0.166666667,0,0.166666667,1,0,0,0,2,50,7,65:08:00,10:51,10,11,47.6,4,5,1,3
850,Alex Nedeljkovic,30,SJS,G,40,0,1,1,0,9,0.025,0.025,0,0,0,0,0,0,,0,2277:58:00,56:57:00,0,0,,0,0,0,28
851,Tristen Nielsen,25,COL,F,4,0,1,1,1,0,0.25,0.25,0,0,0,0,0,3,0,6,25:13:00,6:18,0,0,,1,9,0,2
852,Cole O'Hara,23,NSH,RW,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,11:23,11:23,0,0,,0,2,1,2
853,Jake Oettinger,27,DAL,G,54,0,1,1,0,0,0.018518519,0.018518519,0,0,0,0,0,0,,0,3194:11:00,59:09:00,0,0,,0,0,0,15
854,Matthew Poitras,21,BOS,C,3,1,0,1,1,4,0.333333333,0,0.333333333,1,0,0,0,8,12.5,8,36:21:00,12:07,7,11,38.9,2,0,0,1
855,Mikael Pyyhtia,24,CBJ,LW,5,1,0,1,-1,0,0.2,0,0.2,1,0,0,0,6,16.7,15,51:18:00,10:16,0,0,,2,1,1,1
856,Jonathan Quick,40,NYR,G,25,0,1,1,0,14,0.04,0.04,0,0,0,0,0,0,,0,1418:00:00,56:43:00,0,0,,0,0,0,14
857,David Reinbacher,21,MTL,D,2,0,1,1,0,0,0.5,0.5,0,0,0,0,0,3,0,5,26:17:00,13:09,0,0,,2,1,0,2
858,Matt Rempe,23,NYR,C,26,1,0,1,-4,11,0.038461538,0,0.038461538,1,0,0,0,15,6.7,32,223:48:00,8:36,3,5,37.5,6,86,2,5
859,Justin Robidas,22,CAR,C,2,0,1,1,0,0,0.5,0.5,0,0,0,0,0,2,0,3,21:22,10:41,12,12,50,1,3,0,1
860,Alexander Romanov,26,NYI,D,15,0,1,1,-7,6,0.066666667,0.066666667,0,0,0,0,0,17,0,38,291:41:00,19:27,0,0,,31,31,4,18
861,Kevin Rooney,32,UTA,C,1,1,0,1,1,0,1,0,1,1,0,0,0,1,100,3,9:44,9:44,2,6,25,0,0,0,1
862,Jonas Røndbjerg,26,VEG,RW,4,0,1,1,-2,0,0.25,0.25,0,0,0,0,0,6,0,12,48:19:00,12:05,0,0,,0,0,1,0
863,Steven Santini,30,TBL,D,12,0,1,1,1,2,0.083333333,0.083333333,0,0,0,0,0,4,0,21,124:01:00,10:20,0,0,,7,9,0,7
864,Akira Schmid,25,VEG,G,34,0,1,1,0,0,0.029411765,0.029411765,0,0,0,0,0,0,,0,1965:47:00,57:49:00,0,0,,0,0,0,12
865,Dmitriy Simashev,20,UTA,D,28,0,1,1,-11,23,0.035714286,0.035714286,0,0,0,0,0,26,0,50,423:01:00,15:06,0,0,,28,14,1,30
866,Stuart Skinner,27,2TM,G,50,0,1,1,0,0,0.02,0.02,0,0,0,0,0,0,,0,2921:57:00,58:26:00,0,0,,0,0,0,25
866,Stuart Skinner,27,EDM,G,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1316:39:00,57:15:00,0,0,,0,0,0,10
866,Stuart Skinner,27,PIT,G,27,0,1,1,0,0,0.037037037,0.037037037,0,0,0,0,0,0,,0,1605:18:00,59:27:00,0,0,,0,0,0,15
867,Victor Söderström,24,BOS,D,8,0,1,1,3,0,0.125,0.125,0,0,0,0,0,8,0,15,109:25:00,13:41,0,0,,10,1,2,11
868,Ilya Sorokin,30,NYI,G,55,0,1,1,0,4,0.018181818,0.018181818,0,0,0,0,0,0,,0,3226:10:00,58:39:00,0,0,,0,0,0,11
869,Aydar Suniev,21,CGY,LW,6,0,1,1,0,2,0.166666667,0.166666667,0,0,0,0,0,9,0,15,69:44:00,11:37,0,0,,3,2,2,3
870,Cam Talbot,38,DET,G,34,0,1,1,0,0,0.029411765,0.029411765,0,0,0,0,0,0,,0,1750:11:00,51:29:00,0,0,,0,0,0,17
871,Logan Thompson,28,WSH,G,58,0,1,1,0,0,0.017241379,0.017241379,0,0,0,0,0,0,,1,3445:03:00,59:24:00,0,0,,0,0,0,23
872,Philip Tomasino,24,PIT,C,9,0,1,1,-2,0,0.111111111,0.111111111,0,0,0,0,0,9,0,21,109:33:00,12:10,2,2,50,7,11,0,3
873,Dominic Toninato,31,CHI,C,8,0,1,1,0,6,0.125,0.125,0,0,0,0,0,8,0,16,73:14:00,9:09,21,17,55.3,1,12,2,2
874,Riley Tufte,27,BOS,LW,4,1,0,1,-1,0,0.25,0,0.25,0,1,0,0,4,25,8,46:41:00,11:40,0,0,,1,7,0,1
875,Linus Ullmark,32,OTT,G,49,0,1,1,0,2,0.020408163,0.020408163,0,0,0,0,0,0,,1,2883:28:00,58:51:00,0,0,,0,0,0,16
876,Felix Unger Sorum,20,CAR,RW,1,0,1,1,1,0,1,1,0,0,0,0,0,0,,2,14:35,14:35,0,0,,1,0,0,3
877,Vítek Vaněček,30,UTA,G,22,0,1,1,0,0,0.045454545,0.045454545,0,0,0,0,0,0,,0,1206:15:00,54:50:00,0,0,,0,0,0,9
878,Jesper Wallstedt,23,MIN,G,35,0,1,1,0,2,0.028571429,0.028571429,0,0,0,0,0,0,,1,1996:39:00,57:03:00,0,0,,0,0,0,16
879,Scott Wedgewood,33,COL,G,45,0,1,1,0,2,0.022222222,0.022222222,0,0,0,0,0,0,,0,2549:04:00,56:39:00,0,0,,0,0,0,17
880,Joseph Woll,27,TOR,G,39,0,1,1,0,2,0.025641026,0.025641026,0,0,0,0,0,0,,0,2230:04:00,57:11:00,0,0,,0,0,0,19
881,Florian Xhekaj,21,MTL,LW,5,0,1,1,-1,7,0.2,0.2,0,0,0,0,0,4,0,8,47:59:00,9:36,0,0,,4,9,0,4
882,Danil Zhilkin,22,WPG,C,6,0,1,1,3,0,0.166666667,0.166666667,0,0,0,0,0,4,0,7,45:30:00,7:35,9,16,36,4,5,0,1
883,Andrew Agozzino,35,UTA,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:16,6:08,3,4,42.9,1,4,1,1
884,Artur Akhtyamov,24,TOR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,126:00:00,42:00:00,0,0,,0,0,0,1
885,Nils Åman,25,VAN,C,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17:19,8:40,1,1,50,1,2,0,1
886,Justus Annunen,25,NSH,G,28,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1500:32:00,53:35:00,0,0,,0,0,0,7
887,Yaroslav Askarov,23,SJS,G,47,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2596:29:00,55:15:00,0,0,,0,0,0,22
888,Matt Benning,31,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:26,12:26,0,0,,3,0,0,1
889,Brett Berard,23,NYR,LW,13,0,0,0,-1,6,0,0,0,0,0,0,0,10,0,35,137:03:00,10:33,0,0,,9,17,1,9
890,Mackenzie Blackwood,29,COL,G,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2155:41:00,55:16:00,0,0,,0,0,0,4
