SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2022_2023,405,Radek Faksa,29,DAL,C,81,11,9,20,9,39,10,0,1,3,8,0,1,88,12.5,141,1111:22:00,13:43,309,243,56,69,89,26,18
2022_2023,406,Rafaël Harvey-Pinard,24,MTL,LW,34,14,6,20,7,10,9,4,1,1,6,0,0,58,24.1,98,585:48:00,17:14,0,1,0,56,57,11,17
2022_2023,407,Brett Kulak,29,EDM,D,82,3,17,20,11,41,3,0,0,0,14,0,3,114,2.6,211,1435:46:00,17:31,0,0,,106,105,27,40
2022_2023,408,Sean Kuraly,30,CBJ,C,71,11,9,20,-28,68,9,1,1,0,8,0,1,100,11,183,1070:13:00,15:04,567,575,49.6,46,187,30,17
2022_2023,409,Trevor Lewis,36,CGY,C,82,9,11,20,-7,18,7,1,1,1,11,0,0,144,6.3,224,993:44:00,12:07,131,178,42.4,33,158,29,13
2022_2023,410,Ryan Lomberg,28,FLA,LW,82,12,8,20,-1,88,12,0,0,1,8,0,0,134,9,218,927:20:00,11:19,15,15,50,24,149,30,13
2022_2023,411,Ryan McDonagh,33,NSH,D,71,2,18,20,12,22,2,0,0,1,18,0,0,78,2.6,178,1528:34:00,21:32,0,0,,165,63,47,59
2022_2023,412,Nicklaus Perbix,24,TBL,D,69,5,15,20,11,22,5,0,0,2,15,0,0,111,4.5,205,1062:21:00,15:24,0,0,,65,73,27,28
2022_2023,413,Rasmus Ristolainen,28,PHI,D,74,3,17,20,-4,32,1,1,1,0,11,4,2,86,3.5,173,1407:47:00,19:01,0,0,,142,162,24,43
2022_2023,414,Adam Ružička,23,CGY,C,44,6,14,20,-1,8,4,2,0,2,10,4,0,64,9.4,120,509:20:00,11:35,83,91,47.7,8,28,12,10
2022_2023,415,Derek Ryan,36,EDM,C,80,13,7,20,11,28,11,0,2,0,6,0,1,92,14.1,150,893:17:00,11:10,217,217,50,42,54,43,15
2022_2023,416,David Savard,32,MTL,D,62,3,17,20,-14,40,3,0,0,1,16,0,1,63,4.8,123,1388:00:00,22:23,0,0,,176,61,15,61
2022_2023,417,Joe Veleno,23,DET,C,81,9,11,20,-12,30,8,1,0,1,8,3,0,85,10.6,146,1034:51:00,12:47,277,374,42.5,44,152,30,17
2022_2023,418,Cameron York,22,PHI,D,54,2,18,20,-1,18,2,0,0,0,14,3,1,42,4.8,122,1060:52:00,19:39,0,0,,69,44,13,23
2022_2023,419,Nick Bonino,34,2TM,C,62,10,9,19,-5,28,10,0,0,0,8,1,0,91,11,148,986:44:00,15:55,217,233,48.2,79,19,40,17
2022_2023,419,Nick Bonino,34,SJS,C,59,10,9,19,-6,28,10,0,0,0,8,1,0,88,11.4,144,957:14:00,16:13,205,218,48.5,74,17,40,15
2022_2023,419,Nick Bonino,34,PIT,C,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,29:30:00,9:50,12,15,44.4,5,2,0,2
2022_2023,420,Ben Chiarot,31,DET,D,76,5,14,19,-31,51,5,0,0,0,14,0,0,110,4.5,231,1566:15:00,20:37,0,0,,163,147,9,19
2022_2023,421,Andrew Cogliano,35,COL,LW,79,10,9,19,6,44,10,0,0,0,7,0,2,85,11.8,131,996:48:00,12:37,33,37,47.1,54,55,24,9
2022_2023,422,Max Comtois,24,ANA,LW,64,9,10,19,-20,76,9,0,0,0,8,2,0,89,10.1,140,883:52:00,13:49,23,21,52.3,27,81,11,36
2022_2023,423,Jake Evans,26,MTL,C,54,2,17,19,-5,28,1,1,0,0,15,0,2,55,3.6,107,782:28:00,14:29,338,312,52,41,27,19,29
2022_2023,424,Hudson Fasching,27,NYI,RW,49,10,9,19,10,10,10,0,0,1,8,1,0,61,16.4,109,611:39:00,12:29,2,8,20,22,45,16,12
2022_2023,425,Carl Grundström,25,LAK,RW,57,12,7,19,-4,16,11,1,0,2,7,0,0,90,13.3,169,612:52:00,10:45,4,5,44.4,17,144,14,15
2022_2023,426,Max Jones,24,ANA,LW,69,9,10,19,-21,77,9,0,0,2,10,0,0,107,8.4,185,877:14:00,12:43,10,12,45.5,18,110,22,18
2022_2023,427,Steven Lorentz,26,SJS,C,80,10,9,19,-18,16,8,1,1,0,8,0,1,111,9,191,946:40:00,11:50,262,285,47.9,46,133,46,15
2022_2023,428,Milan Lucic,34,CGY,LW,77,7,12,19,-13,43,7,0,0,0,12,0,0,73,9.6,144,870:38:00,11:18,17,22,43.6,15,168,29,27
2022_2023,429,Matt Martin,33,NYI,LW,81,7,12,19,4,63,7,0,0,1,12,0,0,82,8.5,163,903:02:00,11:09,9,18,33.3,43,295,15,20
2022_2023,430,Nate Schmidt,31,WPG,D,71,7,12,19,15,8,4,3,0,0,10,2,0,101,6.9,245,1311:11:00,18:28,0,0,,85,45,21,50
2022_2023,431,Alexey Toropchenko,23,STL,RW,69,10,9,19,6,12,9,0,1,0,9,0,0,86,11.6,129,833:16:00,12:05,2,6,25,46,122,18,23
2022_2023,432,Brock McGinn,28,2TM,LW,75,12,7,19,-6,21,10,0,2,3,7,0,0,91,13.2,156,977:33:00,13:02,4,10,28.6,43,84,23,19
2022_2023,432,Brock McGinn,28,PIT,LW,60,10,6,16,0,21,8,0,2,3,6,0,0,77,13,127,791:23:00,13:11,4,10,28.6,37,75,21,15
2022_2023,432,Brock McGinn,28,ANA,LW,15,2,1,3,-6,0,2,0,0,0,1,0,0,14,14.3,29,186:10:00,12:25,0,0,,6,9,2,4
2022_2023,433,Vladislav Gavrikov,27,2TM,D,72,6,13,19,4,38,5,0,1,2,12,0,1,89,6.7,167,1581:56:00,21:58,0,0,,115,74,27,19
2022_2023,433,Vladislav Gavrikov,27,CBJ,D,52,3,7,10,-8,30,3,0,0,2,6,0,1,61,4.9,122,1161:35:00,22:20,0,0,,89,56,19,14
2022_2023,433,Vladislav Gavrikov,27,LAK,D,20,3,6,9,12,8,2,0,1,0,6,0,0,28,10.7,45,420:21:00,21:01,0,0,,26,18,8,5
2022_2023,434,Tyler Motte,27,2TM,C,62,8,11,19,3,6,7,0,1,1,11,0,0,109,7.3,184,779:30:00,12:34,21,30,41.2,60,118,29,27
2022_2023,434,Tyler Motte,27,OTT,C,38,3,6,9,1,4,2,0,1,0,6,0,0,65,4.6,107,513:59:00,13:32,19,29,39.6,43,88,18,22
2022_2023,434,Tyler Motte,27,NYR,C,24,5,5,10,2,2,5,0,0,1,5,0,0,44,11.4,77,265:31:00,11:04,2,1,66.7,17,30,11,5
2022_2023,435,Erik Brännström,23,OTT,D,74,2,16,18,5,38,2,0,0,0,15,1,0,74,2.7,200,1192:24:00,16:07,0,0,,103,49,28,48
2022_2023,436,Paul Cotter,23,VEG,C,55,13,5,18,-5,15,13,0,0,1,5,0,0,76,17.1,131,705:29:00,12:50,11,13,45.8,17,168,17,11
2022_2023,437,Connor Dewar,23,MIN,C,81,6,12,18,-5,50,3,0,3,0,11,0,1,87,6.9,169,887:55:00,10:58,222,281,44.1,50,124,18,10
2022_2023,438,Adam Erne,27,DET,LW,61,8,10,18,-12,21,8,0,0,2,9,0,1,55,14.5,114,816:14:00,13:23,12,14,46.2,55,160,16,17
2022_2023,439,Zemgus Girgensons,29,BUF,C,80,10,8,18,-5,14,10,0,0,0,7,1,0,114,8.8,202,1038:09:00,12:59,94,113,45.4,49,96,22,8
2022_2023,440,Derek Grant,32,ANA,C,46,5,13,18,-4,26,5,0,0,0,11,2,0,72,6.9,123,682:55:00,14:51,272,221,55.2,26,36,18,14
2022_2023,441,Kaiden Guhle,21,MTL,D,44,4,14,18,-19,27,4,0,0,0,14,0,0,48,8.3,107,902:42:00,20:31,0,0,,77,84,23,51
2022_2023,442,Justin Holl,31,TOR,D,80,2,16,18,15,39,2,0,0,1,16,0,0,60,3.3,109,1619:19:00,20:14,0,0,,139,151,28,56
2022_2023,443,Mathieu Joseph,25,OTT,RW,56,3,15,18,5,36,0,1,2,0,12,2,1,66,4.5,124,785:22:00,14:01,3,6,33.3,28,80,25,18
2022_2023,444,Keegan Kolesar,25,VEG,RW,74,8,10,18,6,68,8,0,0,0,10,0,0,63,12.7,113,849:04:00,11:28,8,16,33.3,31,279,14,16
2022_2023,445,Timothy Liljegren,23,TOR,D,67,6,12,18,24,30,5,0,1,0,10,1,1,84,7.1,154,1199:52:00,17:55,0,0,,93,107,11,37
2022_2023,446,Ryan Lindgren,24,NYR,D,63,1,17,18,29,45,0,0,1,0,16,0,1,75,1.3,159,1186:55:00,18:50,0,0,,92,68,13,17
2022_2023,447,John Marino,25,NJD,D,64,4,14,18,21,20,4,0,0,0,13,0,1,67,6,145,1348:32:00,21:04,0,0,,81,44,43,38
2022_2023,448,Tomáš Nosek,30,BOS,C,66,7,11,18,9,48,5,0,2,1,11,0,0,69,10.1,112,828:28:00,12:33,354,243,59.3,31,69,20,22
2022_2023,449,Calle Rosén,28,STL,D,49,8,10,18,19,8,8,0,0,2,10,0,0,62,12.9,115,764:28:00,15:36,0,0,,51,16,10,25
2022_2023,450,Braden Schneider,21,NYR,D,81,5,13,18,9,16,5,0,0,1,13,0,0,79,6.3,169,1273:28:00,15:43,0,0,,130,147,23,52
2022_2023,451,Philip Tomasino,21,NSH,C,31,5,13,18,5,6,1,4,0,0,11,2,0,54,9.3,102,483:25:00,15:36,10,8,55.6,16,28,10,15
2022_2023,452,Marc-Édouard Vlasic,35,SJS,D,78,1,17,18,-14,16,1,0,0,0,17,0,0,67,1.5,179,1362:42:00,17:28,0,0,,116,45,34,37
2022_2023,453,Jake Walman,26,DET,D,63,9,9,18,10,45,9,0,0,2,7,2,0,140,6.4,257,1242:16:00,19:43,0,0,,121,47,33,36
2022_2023,454,Tanner Jeannot,25,2TM,F,76,6,12,18,-7,107,6,0,0,1,11,0,1,107,5.6,190,1083:14:00,14:15,10,13,43.5,62,290,29,30
2022_2023,454,Tanner Jeannot,25,NSH,F,56,5,9,14,-1,85,5,0,0,1,9,0,0,87,5.7,151,844:57:00,15:05,5,9,35.7,51,213,24,23
2022_2023,454,Tanner Jeannot,25,TBL,F,20,1,3,4,-6,22,1,0,0,0,2,0,1,20,5,39,238:17:00,11:55,5,4,55.6,11,77,5,7
2022_2023,455,Ian Cole,33,TBL,D,78,3,14,17,13,61,3,0,0,0,14,0,0,109,2.8,218,1512:08:00,19:23,0,0,,123,117,33,45
2022_2023,456,Sheldon Dries,28,VAN,C,63,11,6,17,-9,29,6,4,1,0,5,1,0,94,11.7,161,726:27:00,11:32,235,236,49.9,40,84,4,18
2022_2023,457,Noah Gregor,24,SJS,C,57,10,7,17,-9,32,10,0,0,1,6,0,1,119,8.4,204,739:31:00,12:58,7,16,30.4,34,97,25,10
2022_2023,458,Radko Gudas,32,FLA,D,72,2,15,17,14,79,2,0,0,0,15,0,0,110,1.8,246,1249:59:00,17:22,0,0,,124,312,20,36
2022_2023,459,Nicolas Hague,24,VEG,D,81,3,14,17,7,51,3,0,0,1,14,0,0,103,2.9,248,1465:22:00,18:05,0,0,,133,117,19,25
2022_2023,460,Jordan Harris,22,MTL,D,65,4,13,17,-3,26,4,0,0,0,12,1,0,70,5.7,158,1212:24:00,18:39,0,0,,98,53,18,29
2022_2023,461,Brayden McNabb,32,VEG,D,82,1,16,17,17,51,1,0,0,0,14,0,2,89,1.1,219,1627:11:00,19:51,0,0,,197,201,38,30
2022_2023,462,Sean Monahan,28,MTL,C,25,6,11,17,-5,16,5,1,0,0,8,3,0,55,10.9,84,434:11:00,17:22,177,144,55.1,8,10,18,14
2022_2023,463,Tyler Myers,32,VAN,D,78,1,16,17,-16,76,1,0,0,0,15,0,1,100,1,218,1630:42:00,20:54,0,0,,144,93,25,48
2022_2023,464,Mason Shaw,24,MIN,C,59,7,10,17,-1,79,7,0,0,0,8,0,2,92,7.6,153,666:08:00,11:17,15,13,53.6,27,87,17,18
2022_2023,465,Cole Smith,27,NSH,F,69,4,13,17,-3,60,4,0,0,1,11,0,2,64,6.3,118,879:14:00,12:45,0,5,0,25,198,29,15
2022_2023,466,Denis Gurianov,25,2TM,RW,66,7,10,17,-9,10,6,1,0,0,8,2,0,116,6,227,870:57:00,13:12,0,1,0,27,43,16,34
2022_2023,466,Denis Gurianov,25,DAL,RW,43,2,7,9,-2,4,2,0,0,0,6,1,0,70,2.9,133,521:45:00,12:08,0,0,,17,23,11,17
2022_2023,466,Denis Gurianov,25,MTL,RW,23,5,3,8,-7,6,4,1,0,0,2,1,0,46,10.9,94,349:12:00,15:11,0,1,0,10,20,5,17
2022_2023,467,Nils Åman,22,VAN,C,68,4,12,16,-12,18,4,0,0,1,10,0,2,50,8,82,863:45:00,12:42,181,293,38.2,41,44,9,7
2022_2023,468,Mason Appleton,27,WPG,C,41,5,11,16,2,8,4,1,0,0,11,0,0,71,7,109,656:47:00,16:01,2,8,20,11,47,12,11
2022_2023,469,Ethan Bear,25,VAN,D,61,3,13,16,6,25,3,0,0,1,12,0,1,75,4,155,1130:10:00,18:32,0,0,,82,39,17,28
2022_2023,470,Brandon Carlo,26,BOS,D,75,3,13,16,44,38,3,0,0,0,11,0,2,94,3.2,174,1412:18:00,18:50,0,0,,116,128,28,21
2022_2023,471,Erik Černák,25,TBL,D,70,2,14,16,8,53,1,0,1,0,13,0,1,87,2.3,166,1346:49:00,19:14,0,0,,100,209,21,31
2022_2023,472,Robby Fabbri,27,DET,C,28,7,9,16,-1,22,4,3,0,3,4,5,0,35,20,65,447:57:00,0.666666667,10,16,38.5,15,49,6,12
2022_2023,473,Martin Fehérváry,23,WSH,D,67,6,10,16,-11,31,6,0,0,1,10,0,0,91,6.6,189,1340:01:00,20:00,0,0,,128,217,13,33
2022_2023,474,Jani Hakanpää,30,DAL,D,82,6,10,16,18,60,6,0,0,1,10,0,0,86,7,211,1585:08:00,19:20,0,0,,128,224,13,51
2022_2023,475,Nick Holden,35,OTT,D,65,2,14,16,0,10,2,0,0,0,13,0,1,73,2.7,149,1085:58:00,16:42,0,0,,69,79,10,31
2022_2023,476,Caleb Jones,25,CHI,D,73,4,12,16,-19,40,3,1,0,1,9,3,0,86,4.7,197,1402:18:00,19:13,0,0,,118,116,29,49
2022_2023,477,Boris Katchouk,24,CHI,LW,58,5,11,16,-10,27,5,0,0,2,10,0,1,68,7.4,138,701:12:00,12:05,3,12,20,15,85,24,17
2022_2023,478,Josh Leivo,29,STL,LW,51,4,12,16,0,25,4,0,0,0,12,0,0,91,4.4,163,606:27:00,11:53,3,4,42.9,13,55,30,10
2022_2023,479,Nils Lundkvist,22,DAL,D,60,6,10,16,-5,26,5,1,0,2,8,2,0,94,6.4,195,978:32:00,16:19,0,0,,67,49,6,32
2022_2023,480,Josh Mahura,24,FLA,D,82,4,12,16,17,48,4,0,0,1,12,0,0,78,5.1,197,1151:16:00,14:02,0,0,,70,101,12,25
2022_2023,481,Tyler Pitlick,31,STL,C,61,7,9,16,-1,14,7,0,0,0,9,0,0,54,13,96,614:37:00,10:05,2,2,50,29,103,19,6
2022_2023,482,Carson Soucy,28,SEA,D,78,3,13,16,18,68,3,0,0,0,11,0,2,87,3.4,196,1270:46:00,16:18,0,0,,96,143,29,32
2022_2023,483,Oliver Wahlstrom,22,NYI,RW,35,7,9,16,5,32,6,1,0,1,9,0,0,70,10,140,425:48:00,12:10,7,13,35,15,50,12,11
2022_2023,484,Jesse Ylönen,23,MTL,RW,37,6,10,16,-11,0,5,1,0,1,10,0,0,43,14,80,497:32:00,13:27,3,3,50,28,14,10,20
2022_2023,485,Dmitry Kulikov,32,2TM,D,67,3,13,16,-13,34,3,0,0,0,13,0,0,84,3.6,148,1304:46:00,19:28,0,0,,108,96,19,45
2022_2023,485,Dmitry Kulikov,32,ANA,D,61,3,12,15,-11,30,3,0,0,0,12,0,0,80,3.8,141,1232:44:00,20:13,0,0,,103,87,14,44
2022_2023,485,Dmitry Kulikov,32,PIT,D,6,0,1,1,-2,4,0,0,0,0,1,0,0,4,0,7,72:02:00,12:00,0,0,,5,9,5,1
2022_2023,486,Jesse Puljujärvi,24,2TM,RW,75,5,11,16,-13,32,5,0,0,1,11,0,0,125,4,227,917:23:00,12:14,0,2,0,26,139,24,20
2022_2023,486,Jesse Puljujärvi,24,EDM,RW,58,5,9,14,-11,30,5,0,0,1,9,0,0,88,5.7,162,710:07:00,12:15,0,2,0,21,112,19,13
2022_2023,486,Jesse Puljujärvi,24,CAR,RW,17,0,2,2,-2,2,0,0,0,0,2,0,0,37,0,65,207:16:00,12:12,0,0,,5,27,5,7
2022_2023,487,Jakub Vrána,26,2TM,LW,25,11,5,16,3,10,7,4,0,2,5,0,0,63,17.5,107,363:45:00,14:33,2,5,28.6,6,14,9,9
2022_2023,487,Jakub Vrána,26,DET,LW,5,1,1,2,1,0,1,0,0,0,1,0,0,7,14.3,15,60:25:00,12:05,1,2,33.3,2,5,1,5
2022_2023,487,Jakub Vrána,26,STL,LW,20,10,4,14,2,10,6,4,0,2,4,0,0,56,17.9,92,303:20:00,15:10,1,3,25,4,9,8,4
2022_2023,488,Teddy Blueger,28,2TM,C,63,4,12,16,-9,30,4,0,0,1,11,0,1,85,4.7,128,813:19:00,12:55,299,276,52,47,71,26,16
2022_2023,488,Teddy Blueger,28,PIT,C,45,2,8,10,-7,16,2,0,0,1,7,0,1,62,3.2,83,574:34:00,12:46,198,197,50.1,36,54,24,12
2022_2023,488,Teddy Blueger,28,VEG,C,18,2,4,6,-2,14,2,0,0,0,4,0,0,23,8.7,45,238:45:00,13:16,101,79,56.1,11,17,2,4
2022_2023,489,Craig Smith,33,2TM,C,64,9,7,16,5,18,9,0,0,2,6,1,0,104,8.7,178,703:59:00,0.458333333,2,7,22.2,21,48,22,21
2022_2023,489,Craig Smith,33,BOS,C,42,4,6,10,4,14,4,0,0,0,5,1,0,51,7.8,89,430:37:00,10:15,1,5,16.7,8,33,14,10
2022_2023,489,Craig Smith,33,WSH,C,22,5,1,6,1,4,5,0,0,2,1,0,0,53,9.4,89,273:22:00,12:26,1,2,33.3,13,15,8,11
2022_2023,490,Wade Allison,25,PHI,RW,60,9,6,15,-3,36,9,0,0,2,6,0,0,89,10.1,157,773:41:00,12:54,1,5,16.7,62,190,20,7
2022_2023,491,Justin Barron,21,MTL,D,39,4,11,15,-2,20,2,1,1,1,10,1,0,40,10,93,635:50:00,16:18,0,0,,38,49,5,34
2022_2023,492,Nathan Bastian,25,NJD,RW,43,6,9,15,7,31,6,0,0,1,9,0,0,62,9.7,102,534:44:00,12:26,11,26,29.7,38,99,11,6
2022_2023,493,Cody Ceci,29,EDM,D,80,1,14,15,11,24,1,0,0,0,14,0,0,88,1.1,192,1610:45:00,20:08,0,0,,110,139,20,39
2022_2023,494,Luke Evangelista,20,NSH,RW,24,7,8,15,7,6,7,0,0,1,6,2,0,54,13,78,397:45:00,16:34,0,0,,6,9,15,9
2022_2023,495,Dylan Guenther,19,ARI,RW,33,6,9,15,-7,10,2,4,0,1,7,2,0,53,11.3,108,432:42:00,13:07,2,2,50,11,18,10,15
2022_2023,496,Johnathan Kovacevic,25,MTL,D,77,3,12,15,3,39,3,0,0,0,12,0,0,92,3.3,204,1341:18:00,17:25,0,0,,86,93,36,90
2022_2023,497,Rasmus Kupari,22,LAK,C,66,3,12,15,-5,12,3,0,0,0,11,0,1,53,5.7,96,666:16:00,10:06,220,183,54.6,34,80,16,12
2022_2023,498,Oskar Lindblom,26,SJS,LW,73,6,9,15,-16,18,6,0,0,0,8,1,0,75,8,133,771:54:00,10:34,9,10,47.4,24,64,15,13
2022_2023,499,Jacob Middleton,27,MIN,D,79,3,12,15,15,72,3,0,0,0,11,0,1,79,3.8,177,1504:06:00,19:02,0,0,,155,115,18,23
2022_2023,500,Mathieu Olivier,25,CBJ,F,66,5,10,15,-20,81,5,0,0,1,10,0,0,75,6.7,139,767:36:00,11:38,2,13,13.3,58,178,17,8
2022_2023,501,Michael Pezzetta,24,MTL,C,63,7,8,15,-4,77,7,0,0,0,7,1,0,70,10,115,587:19:00,9:19,8,12,40,28,239,4,17
2022_2023,502,Rem Pitlick,25,MTL,C,46,6,9,15,-15,22,5,1,0,1,8,0,1,30,20,57,594:26:00,12:55,25,33,43.1,18,23,12,31
2022_2023,503,Aliaksei Protas,22,WSH,C,58,4,11,15,-8,12,4,0,0,0,11,0,0,83,4.8,139,668:01:00,11:31,21,43,32.8,15,39,17,21
2022_2023,504,Ryan Reaves,36,2TM,RW,73,5,10,15,-6,43,5,0,0,0,10,0,0,48,10.4,79,680:25:00,9:19,4,11,26.7,24,196,15,16
2022_2023,504,Ryan Reaves,36,NYR,RW,12,0,0,0,-5,12,0,0,0,0,0,0,0,3,0,5,101:24:00,8:27,2,4,33.3,4,44,3,0
2022_2023,504,Ryan Reaves,36,MIN,RW,61,5,10,15,-1,31,5,0,0,0,10,0,0,45,11.1,74,579:01:00,9:30,2,7,22.2,20,152,12,16
2022_2023,505,Lukas Reichel,20,CHI,LW,23,7,8,15,-8,6,7,0,0,0,5,3,0,42,16.7,68,376:26:00,16:22,5,8,38.5,15,7,13,14
2022_2023,506,Marc Staal,36,FLA,D,82,3,12,15,10,43,3,0,0,0,12,0,0,55,5.5,160,1491:53:00,18:12,0,0,,122,152,14,25
2022_2023,507,Colin White,26,FLA,C,68,8,7,15,0,12,8,0,0,0,7,0,0,64,12.5,114,655:12:00,9:38,84,111,43.1,29,61,14,16
2022_2023,508,Michael Eyssimont,26,3TM,C,54,5,10,15,3,63,5,0,0,0,10,0,0,124,4,216,661:42:00,12:15,12,22,35.3,19,107,29,15
2022_2023,508,Michael Eyssimont,26,WPG,C,19,1,4,5,5,7,1,0,0,0,4,0,0,26,3.8,51,193:44:00,10:12,1,3,25,7,36,7,1
2022_2023,508,Michael Eyssimont,26,SJS,C,20,3,5,8,1,34,3,0,0,0,5,0,0,67,4.5,105,296:44:00,14:50,2,5,28.6,8,37,15,9
2022_2023,508,Michael Eyssimont,26,TBL,C,15,1,1,2,-3,22,1,0,0,0,1,0,0,31,3.2,60,171:14:00,11:25,9,14,39.1,4,34,7,5
2022_2023,509,Joel Armia,29,MTL,RW,43,7,7,14,-7,22,6,0,1,0,6,1,0,69,10.1,126,642:41:00,14:57,3,6,33.3,25,37,18,13
2022_2023,510,Zach Aston-Reese,28,TOR,C,77,10,4,14,-6,25,10,0,0,2,4,0,0,89,11.2,167,841:26:00,10:56,7,7,50,43,163,18,12
2022_2023,511,Gavin Bayreuther,28,CBJ,D,51,2,12,14,-18,23,2,0,0,0,11,1,0,61,3.3,118,813:18:00,15:57,0,0,,71,54,9,9
2022_2023,512,Alex Belzile,31,MTL,F,31,6,8,14,0,13,6,0,0,0,8,0,0,40,15,67,376:09:00,12:08,96,109,46.8,22,27,8,13
2022_2023,513,Nick Blankenburg,24,CBJ,D,36,4,10,14,-16,16,4,0,0,1,6,4,0,50,8,104,690:16:00,19:10,0,0,,49,61,12,13
2022_2023,514,T.J. Brodie,32,TOR,D,58,2,12,14,10,14,2,0,0,0,11,0,1,58,3.4,101,1230:37:00,21:13,0,0,,111,47,26,43
2022_2023,515,Jonas Brodin,29,MIN,D,60,3,11,14,13,30,3,0,0,0,9,0,2,90,3.3,180,1371:51:00,22:52,0,0,,130,50,27,23
2022_2023,516,Jalen Chatfield,26,CAR,D,78,6,8,14,23,35,5,0,1,2,7,0,1,93,6.5,215,1101:44:00,14:07,0,0,,63,78,28,21
2022_2023,517,Mathew Dumba,28,MIN,D,79,4,10,14,-8,81,4,0,0,2,10,0,0,99,4,258,1680:56:00,21:17,0,0,,116,104,17,35
2022_2023,518,Liam Foudy,22,CBJ,C,62,7,7,14,-26,8,7,0,0,0,7,0,0,67,10.4,130,752:21:00,12:08,3,6,33.3,18,60,23,7
2022_2023,519,Sam Gagner,33,WPG,C,48,8,6,14,-4,13,7,1,0,2,4,2,0,78,10.3,125,584:15:00,12:10,14,32,30.4,14,16,12,10
2022_2023,520,Brendan Gallagher,30,MTL,RW,37,8,6,14,-5,45,8,0,0,2,4,2,0,93,8.6,177,528:25:00,14:17,6,11,35.3,13,18,5,17
2022_2023,521,Axel Jonsson-Fjällby,24,WPG,LW,50,6,8,14,-1,8,6,0,0,2,7,0,1,54,11.1,98,522:48:00,10:27,1,4,20,18,43,13,14
2022_2023,522,Jujhar Khaira,28,CHI,LW,51,6,8,14,-11,31,4,1,1,0,7,1,0,59,10.2,111,707:49:00,13:53,154,164,48.4,40,108,23,20
2022_2023,523,Isac Lundeström,23,ANA,C,61,4,10,14,-13,2,3,0,1,0,10,0,0,60,6.7,104,874:22:00,14:20,286,316,47.5,43,20,23,13
2022_2023,524,Ilya Lyubushkin,28,BUF,D,68,2,12,14,-2,38,1,0,1,1,11,0,1,41,4.9,78,1020:36:00,15:01,0,0,,104,99,27,20
2022_2023,525,Pat Maroon,34,TBL,LW,80,5,9,14,-5,150,5,0,0,0,8,1,0,62,8.1,122,827:35:00,10:21,2,10,16.7,12,172,26,19
2022_2023,526,Alec Martinez,35,VEG,D,77,3,11,14,30,29,2,0,1,2,11,0,0,76,3.9,197,1480:19:00,19:13,0,0,,244,48,29,30
2022_2023,527,Ryan Poehling,24,PIT,C,53,7,7,14,-2,8,5,0,2,0,6,0,1,64,10.9,110,623:51:00,11:46,186,225,45.3,41,57,29,4
2022_2023,528,Nick Seeler,29,PHI,D,77,4,10,14,1,56,4,0,0,0,9,0,1,84,4.8,164,1115:42:00,14:29,0,0,,161,126,9,24
2022_2023,529,Evgeny Svechnikov,26,SJS,LW,59,8,6,14,-6,26,8,0,0,0,6,0,0,64,12.5,122,634:07:00,10:45,6,6,50,21,100,24,21
2022_2023,530,Conor Timmins,24,2TM,D,27,2,12,14,-1,8,2,0,0,1,8,4,0,19,10.5,52,407:26:00,15:05,0,0,,18,23,6,17
2022_2023,530,Conor Timmins,24,ARI,D,2,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,5,17:08,8:34,0,0,,0,0,0,1
2022_2023,530,Conor Timmins,24,TOR,D,25,2,12,14,1,8,2,0,0,1,8,4,0,16,12.5,47,390:18:00,15:37,0,0,,18,23,6,16
2022_2023,531,Julien Gauthier,25,2TM,RW,57,9,5,14,-6,6,9,0,0,0,5,0,0,53,17,94,492:10:00,8:38,3,5,37.5,13,105,13,10
2022_2023,531,Julien Gauthier,25,NYR,RW,40,6,3,9,-5,4,6,0,0,0,3,0,0,36,16.7,68,333:53:00,8:21,3,5,37.5,7,70,6,8
2022_2023,531,Julien Gauthier,25,OTT,RW,17,3,2,5,-1,2,3,0,0,0,2,0,0,17,17.6,26,158:17:00,9:19,0,0,,6,35,7,2
2022_2023,532,Troy Stecher,28,2TM,D,81,3,11,14,-6,44,3,0,0,1,11,0,0,88,3.4,181,1325:52:00,16:22,0,0,,92,70,21,38
2022_2023,532,Troy Stecher,28,ARI,D,61,0,7,7,-3,29,0,0,0,0,7,0,0,62,0,119,1035:45:00,16:59,0,0,,85,57,19,27
2022_2023,532,Troy Stecher,28,CGY,D,20,3,4,7,-3,15,3,0,0,1,4,0,0,26,11.5,62,290:07:00,14:30,0,0,,7,13,2,11
2022_2023,533,Pierre-Édouard Bellemare,37,TBL,LW,73,4,9,13,-9,34,4,0,0,0,7,0,2,51,7.8,87,823:39:00,11:17,322,294,52.3,48,67,30,21
2022_2023,534,Yegor Chinakhov,21,CBJ,RW,30,4,9,13,-6,10,3,1,0,0,8,1,0,44,9.1,91,397:34:00,13:15,1,2,33.3,17,27,21,10
2022_2023,535,Joel Edmundson,29,MTL,D,61,2,11,13,-29,58,2,0,0,0,10,0,1,69,2.9,126,1193:30:00,19:34,0,0,,149,112,12,71
