SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2022_2023,150,Conor Garland,26,VAN,RW,81,17,29,46,-5,31,15,2,0,2,19,10,0,167,10.2,280,1224:13:00,15:07,3,11,21.4,20,47,46,37
2022_2023,151,Bryan Rust,30,PIT,RW,81,20,26,46,-4,31,18,2,0,2,16,9,1,211,9.5,364,1449:52:00,17:54,5,5,50,50,98,37,58
2022_2023,152,Daniel Sprong,25,SEA,RW,66,21,25,46,13,14,15,6,0,3,17,8,0,147,14.3,280,753:39:00,11:25,2,3,40,17,33,21,21
2022_2023,153,Marcus Johansson,32,2TM,C,80,19,27,46,3,8,12,5,2,7,14,13,0,137,13.9,233,1319:12:00,16:29,23,29,44.2,23,26,31,31
2022_2023,153,Marcus Johansson,32,WSH,C,60,13,15,28,-3,8,8,4,1,5,6,9,0,95,13.7,162,965:02:00,16:05,18,26,40.9,16,25,24,24
2022_2023,153,Marcus Johansson,32,MIN,C,20,6,12,18,6,0,4,1,1,2,8,4,0,42,14.3,71,354:10:00,17:43,5,3,62.5,7,1,7,7
2022_2023,154,Oliver Bjorkstrand,27,SEA,RW,81,20,25,45,-1,16,15,5,0,1,20,5,0,198,10.1,358,1265:30:00,15:37,18,41,30.5,38,63,56,20
2022_2023,155,Filip Chytil,23,NYR,C,74,22,23,45,15,30,19,3,0,4,21,2,0,177,12.4,312,1086:36:00,14:41,251,380,39.8,38,36,30,35
2022_2023,156,Charlie Coyle,30,BOS,C,82,16,29,45,29,30,15,0,1,0,25,0,4,139,11.5,240,1392:53:00,16:59,536,483,52.6,63,68,59,42
2022_2023,157,Lawson Crouse,25,ARI,LW,77,24,21,45,-3,35,18,6,0,3,19,2,0,151,15.9,259,1367:15:00,17:45,33,49,40.2,58,194,32,32
2022_2023,158,Dillon Dubé,24,CGY,C,82,18,27,45,-6,47,15,1,2,3,24,3,0,151,11.9,267,1243:12:00,15:10,45,55,45,21,136,24,28
2022_2023,159,Boone Jenner,29,CBJ,C,68,26,19,45,-32,51,19,7,0,3,15,4,0,214,12.1,386,1374:06:00,20:12,758,628,54.7,70,129,28,25
2022_2023,160,Dominik Kubalík,27,DET,LW,81,20,25,45,-15,24,13,7,0,3,15,10,0,174,11.5,315,1208:00:00,14:55,17,18,48.6,26,89,12,19
2022_2023,161,Lucas Raymond,20,DET,LW,74,17,28,45,-17,24,12,5,0,4,14,14,0,134,12.7,245,1285:49:00,17:23,5,12,29.4,20,43,33,27
2022_2023,162,Ivan Barbashev,27,2TM,C,82,16,29,45,1,42,14,2,0,2,25,3,1,126,12.7,218,1374:00:00,16:45,55,89,38.2,46,182,49,40
2022_2023,162,Ivan Barbashev,27,STL,C,59,10,19,29,-10,36,10,0,0,1,16,3,0,91,11,160,967:48:00,16:24,51,83,38.1,28,132,34,28
2022_2023,162,Ivan Barbashev,27,VEG,C,23,6,10,16,11,6,4,2,0,1,9,0,1,35,17.1,58,406:12:00,17:40,4,6,40,18,50,15,12
2022_2023,163,Jack Roslovic,26,CBJ,C,77,11,33,44,-14,10,7,2,2,2,25,7,1,123,8.9,218,1266:23:00,16:27,400,489,45,53,42,31,45
2022_2023,164,Barrett Hayton,22,ARI,C,82,19,24,43,-5,42,15,4,0,4,17,6,1,178,10.7,279,1434:49:00,17:30,628,602,51.1,33,83,35,41
2022_2023,165,Jesperi Kotkaniemi,22,CAR,C,82,18,25,43,10,50,14,3,1,2,17,8,0,129,14,243,1208:21:00,14:44,360,340,51.4,21,105,29,48
2022_2023,166,Scott Laughton,28,PHI,C,78,18,25,43,-9,50,10,5,3,0,17,4,4,170,10.6,278,1426:14:00,18:17,509,568,47.3,57,156,35,42
2022_2023,167,Eetu Luostarinen,24,FLA,C,82,17,26,43,19,28,15,2,0,1,22,3,1,132,12.9,244,1310:50:00,15:59,175,243,41.9,51,64,47,42
2022_2023,168,Andrew Mangiapane,26,CGY,LW,82,17,26,43,12,40,15,2,0,1,22,2,2,182,9.3,343,1379:23:00,16:49,5,9,35.7,26,86,48,32
2022_2023,169,Mason McTavish,20,ANA,C,80,17,26,43,-19,44,10,7,0,1,19,7,0,161,10.6,269,1229:57:00,15:22,307,418,42.3,37,55,29,32
2022_2023,170,K'Andre Miller,23,NYR,D,79,9,34,43,12,47,9,0,0,2,29,3,2,113,8,240,1734:13:00,21:57,0,0,,105,162,61,68
2022_2023,171,Thomas Novak,25,NSH,C,51,17,26,43,5,8,12,5,0,3,19,7,0,93,18.3,159,747:19:00,14:39,179,223,44.5,23,9,26,15
2022_2023,172,Darnell Nurse,27,EDM,D,82,12,31,43,26,64,10,0,2,4,29,1,1,203,5.9,401,1926:39:00,23:30,0,0,,164,146,41,76
2022_2023,173,Andrew Copp,28,DET,C,82,9,33,42,2,25,7,1,1,2,29,4,0,120,7.5,204,1488:43:00,18:09,647,652,49.8,45,32,26,44
2022_2023,174,Tony DeAngelo,27,PHI,D,70,11,31,42,-27,73,7,4,0,1,16,15,0,174,6.3,287,1544:06:00,22:04,0,0,,79,52,25,57
2022_2023,175,Filip Forsberg,28,NSH,C,50,19,23,42,-4,20,15,4,0,2,14,9,0,157,12.1,322,873:36:00,17:28,0,1,0,20,86,34,29
2022_2023,176,Moritz Seider,21,DET,D,82,5,37,42,-11,40,3,1,1,1,22,14,1,140,3.6,297,1898:12:00,23:09,0,0,,190,207,29,46
2022_2023,177,Erik Gustafsson,30,2TM,D,70,7,35,42,9,23,7,0,0,2,21,14,0,122,5.7,269,1384:06:00,19:46,0,0,,63,52,26,46
2022_2023,177,Erik Gustafsson,30,WSH,D,61,7,31,38,9,21,7,0,0,2,20,11,0,114,6.1,254,1242:19:00,20:22,0,0,,57,51,25,45
2022_2023,177,Erik Gustafsson,30,TOR,D,9,0,4,4,0,2,0,0,0,0,1,3,0,8,0,15,141:47:00,15:45,0,0,,6,1,1,1
2022_2023,178,Thomas Chabot,26,OTT,D,68,11,30,41,-11,52,6,5,0,0,15,15,0,165,6.7,355,1698:07:00,24:58:00,0,0,,123,79,19,65
2022_2023,179,Gustav Forsling,26,FLA,D,82,13,28,41,19,40,12,1,0,3,22,4,2,209,6.2,413,1921:44:00,23:26,0,0,,106,69,40,47
2022_2023,180,Erik Haula,31,NJD,LW,80,14,27,41,13,47,10,2,2,0,21,5,1,164,8.5,295,1330:29:00,16:38,573,484,54.2,54,92,49,30
2022_2023,181,Wyatt Johnston,19,DAL,C,82,24,17,41,6,20,21,3,0,3,13,4,0,160,15,281,1269:30:00,15:29,145,190,43.3,31,22,47,55
2022_2023,182,Kris Letang,35,PIT,D,64,12,29,41,-13,30,5,6,1,3,14,15,0,161,7.5,374,1590:53:00,24:51:00,0,0,,108,162,47,84
2022_2023,183,Morgan Rielly,28,TOR,D,65,4,37,41,-9,21,3,1,0,1,21,16,0,126,3.2,242,1410:46:00,21:42,0,0,,85,70,20,65
2022_2023,184,Ryan Strome,29,ANA,C,82,15,26,41,-30,79,14,1,0,2,23,3,0,130,11.5,206,1397:15:00,17:02,402,516,43.8,24,29,29,48
2022_2023,185,Shea Theodore,27,VEG,D,55,8,33,41,16,18,6,2,0,2,26,7,0,136,5.9,282,1178:49:00,21:26,0,0,,86,16,28,24
2022_2023,186,Frank Vatrano,28,ANA,LW,81,22,19,41,-29,66,17,5,0,1,15,4,0,231,9.5,354,1350:58:00,16:41,7,10,41.2,75,86,21,34
2022_2023,187,Gabriel Vilardi,23,LAK,C,63,23,18,41,10,18,18,5,0,6,14,4,0,122,18.9,207,983:01:00,15:36,52,61,46,33,41,23,16
2022_2023,188,Mikael Granlund,30,2TM,C,79,10,31,41,-15,20,9,1,0,1,20,11,0,121,8.3,222,1408:12:00,17:50,171,213,44.5,60,78,38,33
2022_2023,188,Mikael Granlund,30,NSH,C,58,9,27,36,-16,12,8,1,0,1,16,11,0,83,10.8,170,1080:50:00,18:38,122,160,43.3,42,57,30,30
2022_2023,188,Mikael Granlund,30,PIT,C,21,1,4,5,1,8,1,0,0,0,4,0,0,38,2.6,52,327:22:00,15:35,49,53,48,18,21,8,3
2022_2023,189,Shayne Gostisbehere,29,2TM,D,75,13,28,41,-5,32,6,5,2,2,18,10,0,155,8.4,334,1561:15:00,20:49,0,0,,89,46,32,55
2022_2023,189,Shayne Gostisbehere,29,ARI,D,52,10,21,31,-6,28,5,3,2,1,14,7,0,115,8.7,228,1170:18:00,22:30,0,0,,72,36,24,45
2022_2023,189,Shayne Gostisbehere,29,CAR,D,23,3,7,10,1,4,1,2,0,1,4,3,0,40,7.5,106,390:57:00,0.708333333,0,0,,17,10,8,10
2022_2023,190,Nino Niederreiter,30,2TM,RW,78,24,17,41,-13,22,20,4,0,2,14,3,0,181,13.3,302,1270:22:00,16:17,8,5,61.5,33,165,33,22
2022_2023,190,Nino Niederreiter,30,NSH,RW,56,18,10,28,-9,16,15,3,0,1,8,2,0,130,13.8,225,898:26:00,16:03,3,3,50,23,115,22,17
2022_2023,190,Nino Niederreiter,30,WPG,RW,22,6,7,13,-4,6,5,1,0,1,6,1,0,51,11.8,77,371:56:00,16:54,5,2,71.4,10,50,11,5
2022_2023,191,Andreas Athanasiou,28,CHI,C,81,20,20,40,-29,34,17,3,0,4,16,4,0,175,11.4,337,1296:17:00,16:00,81,93,46.6,44,43,58,49
2022_2023,192,Sam Bennett,26,FLA,C,63,16,24,40,5,54,12,4,0,3,19,5,0,193,8.3,321,1096:38:00,17:24,425,479,47,35,150,38,40
2022_2023,193,Evan Bouchard,23,EDM,D,82,8,32,40,6,28,6,2,0,2,20,11,1,156,5.1,380,1518:21:00,18:31,0,0,,77,95,66,73
2022_2023,194,Kent Johnson,20,CBJ,C,79,16,24,40,-19,14,11,5,0,3,17,7,0,126,12.7,221,1146:48:00,14:31,41,98,29.5,30,15,26,40
2022_2023,195,Kaapo Kakko,21,NYR,RW,82,18,22,40,12,8,18,0,0,2,19,3,0,125,14.4,225,1255:10:00,15:18,1,3,25,27,26,47,30
2022_2023,196,Victor Olofsson,27,BUF,RW,75,28,12,40,-23,4,21,7,0,5,7,5,0,161,17.4,273,1076:38:00,14:21,1,5,16.7,15,16,24,22
2022_2023,197,Jean-Gabriel Pageau,30,NYI,C,70,13,27,40,-2,14,5,5,3,2,23,3,1,123,10.6,204,1233:14:00,17:37,719,537,57.2,61,175,33,35
2022_2023,198,Jaden Schwartz,30,SEA,C,71,21,19,40,-17,22,15,6,0,2,17,2,0,167,12.6,291,1237:03:00,17:25,73,84,46.5,25,55,44,31
2022_2023,199,Anthony Beauvillier,25,2TM,LW,82,18,22,40,-10,24,15,3,0,5,21,1,0,176,10.2,285,1333:52:00,16:16,3,10,23.1,30,78,32,34
2022_2023,199,Anthony Beauvillier,25,NYI,LW,49,9,11,20,-4,10,9,0,0,2,11,0,0,113,8,176,773:34:00,15:47,0,0,,18,38,23,27
2022_2023,199,Anthony Beauvillier,25,VAN,LW,33,9,11,20,-6,14,6,3,0,3,10,1,0,63,14.3,109,560:18:00,16:59,3,10,23.1,12,40,9,7
2022_2023,200,André Burakovsky,27,SEA,LW,49,13,26,39,-9,14,9,4,0,3,16,10,0,105,12.4,206,811:08:00,16:33,0,6,0,15,17,31,17
2022_2023,201,Joel Farabee,22,PHI,LW,82,15,24,39,-1,41,15,0,0,1,22,2,0,145,10.3,258,1394:53:00,17:01,16,29,35.6,45,71,25,40
2022_2023,202,Calle Järnkrok,31,TOR,C,73,20,19,39,9,14,16,3,1,2,15,2,2,106,18.9,197,1049:55:00,14:23,42,52,44.7,19,50,21,12
2022_2023,203,Seth Jarvis,20,CAR,C,82,14,25,39,10,12,13,0,1,0,20,5,0,187,7.5,325,1328:41:00,16:12,9,17,34.6,48,73,37,30
2022_2023,204,Alexis Lafrenière,21,NYR,LW,81,16,23,39,10,33,13,3,0,2,22,1,0,135,11.9,239,1232:47:00,15:13,28,48,36.8,28,141,32,36
2022_2023,205,Evan Rodrigues,29,COL,C,69,16,23,39,7,30,10,6,0,2,18,5,0,184,8.7,311,1232:05:00,17:51,119,122,49.4,27,34,29,32
2022_2023,206,Filip Hronek,25,2TM,D,64,9,30,39,7,34,5,4,0,1,18,12,0,124,7.3,259,1388:47:00,21:42,0,0,,58,102,12,32
2022_2023,206,Filip Hronek,25,DET,D,60,9,29,38,8,34,5,4,0,1,17,12,0,122,7.4,245,1291:40:00,21:32,0,0,,54,97,11,30
2022_2023,206,Filip Hronek,25,VAN,D,4,0,1,1,-1,0,0,0,0,0,1,0,0,2,0,14,97:07:00,24:17:00,0,0,,4,5,1,2
2022_2023,207,Noah Cates,23,PHI,LW,82,13,25,38,3,12,9,3,1,5,19,5,1,107,12.1,198,1456:55:00,17:46,416,638,39.5,65,86,60,13
2022_2023,208,Blake Coleman,31,CGY,C,82,18,20,38,9,54,16,0,2,2,20,0,0,188,9.6,331,1246:39:00,15:12,20,22,47.6,39,107,36,32
2022_2023,209,Kirby Dach,22,MTL,C,58,14,24,38,-2,43,8,6,0,2,12,10,2,107,13.1,185,1072:45:00,18:30,87,140,38.3,38,53,27,31
2022_2023,210,Sean Durzi,24,LAK,D,72,9,29,38,-12,50,8,1,0,1,14,15,0,110,8.2,263,1424:33:00,19:47,0,0,,142,68,21,61
2022_2023,211,Nikolaj Ehlers,26,WPG,LW,45,12,26,38,-2,11,9,3,0,0,17,9,0,132,9.1,293,704:10:00,15:39,1,1,50,10,36,30,23
2022_2023,212,Aaron Ekblad,26,FLA,D,71,14,24,38,-14,68,5,8,1,2,13,11,0,216,6.5,376,1660:59:00,23:24,0,0,,80,77,29,65
2022_2023,213,Frédérick Gaudreau,29,MIN,C,82,19,19,38,10,10,12,3,4,3,17,1,1,138,13.8,207,1315:31:00,16:03,500,515,49.3,52,42,42,21
2022_2023,214,Noah Hanifin,26,CGY,D,81,7,31,38,2,33,6,1,0,0,23,7,1,176,4,382,1833:59:00,22:39,0,0,,129,76,58,53
2022_2023,215,Adam Henrique,32,ANA,C,62,22,16,38,-8,22,18,4,0,1,10,6,0,132,16.7,224,1127:10:00,18:11,342,327,51.1,46,28,26,34
2022_2023,216,Brady Skjei,28,CAR,D,81,18,20,38,7,40,13,4,1,3,17,3,0,188,9.6,411,1766:29:00,21:49,0,0,,62,71,47,54
2022_2023,217,Mark Stone,30,VEG,RW,43,17,21,38,11,10,12,3,2,1,15,6,0,113,15,190,833:12:00,19:23,0,3,0,23,31,47,22
2022_2023,218,Alexander Wennberg,28,SEA,C,82,13,25,38,-7,20,9,4,0,3,20,5,0,101,12.9,165,1532:52:00,18:42,627,748,45.6,63,43,84,26
2022_2023,219,Samuel Girard,24,COL,D,76,6,31,37,-10,16,5,1,0,1,23,7,1,119,5,269,1633:37:00,21:30,0,0,,116,67,42,36
2022_2023,220,Ryan Hartman,28,MIN,RW,59,15,22,37,7,90,12,1,2,6,17,3,2,149,10.1,275,961:35:00,16:18,242,322,42.9,48,62,30,32
2022_2023,221,Seth Jones,28,CHI,D,72,12,25,37,-38,30,10,2,0,1,14,10,1,178,6.7,330,1760:29:00,24:27:00,0,0,,125,106,46,66
2022_2023,222,Jack Quinn,21,BUF,RW,75,14,23,37,-7,15,13,1,0,2,17,5,1,126,11.1,257,1038:32:00,13:51,11,22,33.3,19,43,28,30
2022_2023,223,Taylor Raddysh,24,CHI,RW,78,20,17,37,-28,16,13,7,0,1,9,8,0,129,15.5,224,1292:18:00,16:34,10,9,52.6,38,82,33,29
2022_2023,224,Brandon Saad,30,STL,LW,71,19,18,37,-8,12,15,2,2,1,15,2,1,127,15,198,1182:30:00,16:39,4,4,50,31,24,34,26
2022_2023,225,Conor Sheary,30,WSH,LW,82,15,22,37,9,22,11,2,2,1,17,5,0,154,9.7,259,1292:46:00,15:46,20,19,51.3,39,57,48,34
2022_2023,226,Teuvo Teräväinen,28,CAR,F,68,12,25,37,11,16,5,5,2,2,18,6,1,144,8.3,235,1149:48:00,16:55,33,20,62.3,18,15,36,49
2022_2023,227,Cole Caufield,22,MTL,RW,46,26,10,36,-10,2,19,7,0,3,7,3,0,158,16.5,294,830:17:00,18:03,0,0,,12,18,19,23
2022_2023,228,Taylor Hall,31,BOS,LW,61,16,20,36,11,24,12,4,0,5,16,4,0,150,10.7,256,971:41:00,15:56,4,5,44.4,33,35,24,41
2022_2023,229,Alex Iafallo,29,LAK,C,59,14,22,36,14,20,7,7,0,5,21,1,0,133,10.5,218,961:42:00,16:18,7,6,53.8,33,27,28,9
2022_2023,230,Phil Kessel,35,VEG,RW,82,14,22,36,-7,30,12,2,0,0,15,7,0,149,9.4,261,1050:19:00,12:49,5,7,41.7,28,10,36,27
2022_2023,231,Adam Lowry,29,WPG,LW,82,13,23,36,4,48,10,0,3,2,19,2,2,126,10.3,209,1283:05:00,15:39,595,585,50.4,46,161,28,24
2022_2023,232,Stefan Noesen,29,CAR,RW,78,13,23,36,11,32,6,7,0,4,15,8,0,134,9.7,236,961:56:00,12:20,53,55,49.1,18,99,27,31
2022_2023,233,Dmitry Orlov,31,2TM,D,66,7,29,36,12,22,6,1,0,2,21,7,1,124,5.6,238,1488:00:00,22:33,0,0,,85,137,30,49
2022_2023,233,Dmitry Orlov,31,WSH,D,43,3,16,19,2,10,3,0,0,2,12,4,0,77,3.9,152,977:00:00,22:43,0,0,,62,88,20,35
2022_2023,233,Dmitry Orlov,31,BOS,D,23,4,13,17,10,12,3,1,0,0,9,3,1,47,8.5,86,511:00:00,22:13,0,0,,23,49,10,14
2022_2023,234,Cody Glass,23,NSH,C,72,14,21,35,9,20,8,6,0,2,18,3,0,131,10.7,230,1063:14:00,14:46,362,365,49.8,31,62,35,23
2022_2023,235,T.J. Oshie,36,WSH,C,58,19,16,35,-18,59,10,9,0,2,14,2,0,126,15.1,228,969:58:00,16:43,83,97,46.1,34,125,44,26
2022_2023,236,Shane Pinto,22,OTT,C,82,20,15,35,-21,18,15,5,0,2,11,4,0,158,12.7,269,1310:16:00,15:59,449,413,52.1,49,71,38,32
2022_2023,237,Owen Power,20,BUF,D,79,4,31,35,10,24,4,0,0,1,22,8,1,130,3.1,228,1880:20:00,23:48,0,0,,86,27,25,52
2022_2023,238,Brandon Tanev,31,SEA,LW,82,16,19,35,21,44,15,0,1,3,19,0,0,115,13.9,192,1166:03:00,14:13,3,22,12,68,190,33,24
2022_2023,239,Rasmus Sandin,22,2TM,D,71,7,28,35,3,39,7,0,0,0,17,11,0,81,8.6,174,1372:11:00,19:20,0,0,,87,136,25,48
2022_2023,239,Rasmus Sandin,22,TOR,D,52,4,16,20,10,23,4,0,0,0,9,7,0,58,6.9,119,935:25:00,17:59,0,0,,59,113,18,38
2022_2023,239,Rasmus Sandin,22,WSH,D,19,3,12,15,-7,16,3,0,0,0,8,4,0,23,13,55,436:46:00,22:59,0,0,,28,23,7,10
2022_2023,240,Travis Boyd,29,ARI,C,82,15,19,34,-32,26,13,2,0,3,11,8,0,94,16,168,1355:29:00,16:32,502,654,43.4,59,39,35,34
2022_2023,241,Mike Hoffman,33,MTL,C,67,14,20,34,-10,28,13,1,0,3,11,9,0,148,9.5,261,1050:08:00,15:40,16,12,57.1,24,24,19,41
2022_2023,242,Blake Lizotte,25,LAK,C,81,11,23,34,11,70,11,0,0,1,21,0,2,108,10.2,175,1048:27:00,12:57,413,394,51.2,39,96,32,16
2022_2023,243,Jordan Martinook,30,CAR,LW,82,13,21,34,7,61,12,0,1,3,20,0,1,162,8,306,1281:53:00,15:38,32,39,45.1,31,81,45,20
2022_2023,244,Mike Matheson,28,MTL,D,48,8,26,34,7,33,8,0,0,2,15,9,2,126,6.3,252,1173:41:00,24:27:00,0,0,,80,53,42,73
2022_2023,245,Zach Parise,38,NYI,LW,82,21,13,34,7,24,16,3,2,2,11,1,1,182,11.5,275,1323:58:00,16:09,11,18,37.9,83,89,18,25
2022_2023,246,Justin Schultz,32,SEA,D,73,7,27,34,4,40,6,1,0,4,15,12,0,98,7.1,215,1298:38:00,17:47,0,0,,72,30,14,24
2022_2023,247,Jared Spurgeon,33,MIN,D,79,11,23,34,32,14,10,1,0,3,19,3,1,149,7.4,290,1723:09:00,21:49,0,0,,179,66,15,20
2022_2023,248,Jordan Staal,34,CAR,C,81,17,17,34,7,32,16,0,1,3,16,0,1,124,13.7,201,1317:43:00,16:16,821,653,55.7,39,155,33,30
2022_2023,249,Juuso Välimäki,24,ARI,D,78,4,30,34,-10,59,3,1,0,1,19,11,0,93,4.3,194,1417:40:00,18:11,0,0,,98,53,17,49
2022_2023,250,Kasperi Kapanen,26,2TM,RW,66,15,19,34,-8,18,11,3,1,5,16,3,0,116,12.9,175,903:09:00,13:41,30,49,38,20,99,17,20
2022_2023,250,Kasperi Kapanen,26,PIT,RW,43,7,13,20,-8,8,4,3,0,2,10,3,0,69,10.1,100,517:44:00,12:02,4,11,26.7,12,76,10,13
2022_2023,250,Kasperi Kapanen,26,STL,RW,23,8,6,14,0,10,7,0,1,3,6,0,0,47,17,75,385:25:00,16:45,26,38,40.6,8,23,7,7
2022_2023,251,Kevin Labanc,27,SJS,RW,72,15,18,33,-17,36,13,2,0,0,17,1,0,129,11.6,251,1031:29:00,14:20,5,3,62.5,28,70,37,26
2022_2023,252,Adam Larsson,30,SEA,D,82,8,25,33,27,47,7,0,1,2,25,0,0,143,5.6,299,1938:28:00,23:38,0,0,,173,222,32,30
2022_2023,253,Anton Lundell,21,FLA,C,73,12,21,33,1,43,10,0,2,1,16,5,0,152,7.9,261,1195:03:00,16:22,269,310,46.5,32,29,37,41
2022_2023,254,Sonny Milano,26,WSH,LW,64,11,22,33,-5,18,10,1,0,3,18,4,0,80,13.8,142,826:03:00,12:54,0,0,,15,39,21,21
2022_2023,255,Kyle Palmieri,31,NYI,RW,55,16,17,33,13,24,13,3,0,3,15,2,0,122,13.1,240,940:25:00,17:06,9,15,37.5,17,76,13,20
2022_2023,256,Neal Pionk,27,WPG,D,82,10,23,33,-12,44,9,1,0,2,20,2,1,142,7,296,1799:09:00,21:56,0,0,,129,169,29,51
2022_2023,257,Damon Severson,28,NJD,D,81,7,26,33,9,38,5,1,1,2,23,3,0,102,6.9,245,1616:21:00,19:57,0,0,,115,44,28,41
2022_2023,258,Jakob Chychrun,24,2TM,D,48,9,24,33,7,30,5,4,0,0,20,4,0,144,6.3,281,1089:47:00,22:42,0,0,,83,55,18,46
2022_2023,258,Jakob Chychrun,24,ARI,D,36,7,21,28,8,22,3,4,0,0,18,3,0,114,6.1,226,837:50:00,23:16,0,0,,56,43,13,34
2022_2023,258,Jakob Chychrun,24,OTT,D,12,2,3,5,-1,8,2,0,0,0,2,1,0,30,6.7,55,251:57:00,0.875,0,0,,27,12,5,12
2022_2023,259,John Klingberg,30,2TM,D,67,10,23,33,-25,34,8,2,0,3,15,8,0,112,8.9,272,1381:50:00,20:37,0,0,,84,55,22,46
2022_2023,259,John Klingberg,30,ANA,D,50,8,16,24,-28,30,7,1,0,3,11,5,0,78,10.3,182,1043:00:00,20:52,0,0,,65,49,20,33
2022_2023,259,John Klingberg,30,MIN,D,17,2,7,9,3,4,1,1,0,0,4,3,0,34,5.9,90,338:50:00,19:56,0,0,,19,6,2,13
2022_2023,260,Evgenii Dadonov,33,2TM,RW,73,7,26,33,-8,18,7,0,0,0,18,8,0,110,6.4,204,1074:51:00,14:43,2,6,25,43,33,21,32
2022_2023,260,Evgenii Dadonov,33,MTL,RW,50,4,14,18,-10,16,4,0,0,0,10,4,0,72,5.6,135,726:37:00,14:32,2,6,25,33,19,15,25
2022_2023,260,Evgenii Dadonov,33,DAL,RW,23,3,12,15,2,2,3,0,0,0,8,4,0,38,7.9,69,348:14:00,15:08,0,0,,10,14,6,7
2022_2023,261,Josh Anderson,28,MTL,RW,69,21,11,32,-8,72,16,4,1,5,11,0,0,164,12.8,281,1170:14:00,16:58,19,25,43.2,49,139,30,25
2022_2023,262,Ross Colton,26,TBL,C,81,16,16,32,-8,50,12,4,0,3,11,5,0,153,10.5,269,1000:27:00,12:21,106,83,56.1,28,188,38,20
2022_2023,263,Tyler Johnson,32,CHI,C,56,12,20,32,-21,16,8,4,0,0,15,5,0,125,9.6,216,927:43:00,16:34,58,55,51.3,25,49,33,22
2022_2023,264,Alexander Kerfoot,28,TOR,C,82,10,22,32,8,30,7,2,1,1,20,1,1,133,7.5,221,1198:45:00,14:37,65,80,44.8,46,54,45,38
2022_2023,265,Torey Krug,31,STL,D,63,7,25,32,-26,49,3,4,0,1,15,10,0,126,5.6,251,1170:46:00,18:35,0,0,,87,40,19,30
2022_2023,266,Nick Paul,27,TBL,LW,80,17,15,32,11,33,12,4,1,4,15,0,0,120,14.2,217,1292:44:00,16:10,495,426,53.7,46,111,60,35
2022_2023,267,JJ Peterka,21,BUF,RW,77,12,20,32,-15,26,10,2,0,1,17,3,0,125,9.6,238,1050:50:00,13:39,5,4,55.6,10,18,22,19
2022_2023,268,Jake Sanderson,20,OTT,D,77,4,28,32,-6,12,2,2,0,0,13,15,0,132,3,279,1687:52:00,21:55,0,0,,147,43,33,52
2022_2023,269,Mattias Ekholm,32,2TM,D,78,9,23,32,28,28,9,0,0,0,18,4,1,135,6.7,286,1674:41:00,21:28,0,0,,104,91,29,44
2022_2023,269,Mattias Ekholm,32,NSH,D,57,5,13,18,0,24,5,0,0,0,10,3,0,99,5.1,212,1238:22:00,21:44,0,0,,76,62,16,28
2022_2023,269,Mattias Ekholm,32,EDM,D,21,4,10,14,28,4,4,0,0,0,8,1,1,36,11.1,74,436:19:00,20:47,0,0,,28,29,13,16
2022_2023,270,Trent Frederic,24,BOS,C,79,17,14,31,28,57,17,0,0,6,13,0,1,120,14.2,189,941:30:00,11:55,24,48,33.3,36,105,24,20
2022_2023,271,Barclay Goodrow,29,NYR,RW,82,11,20,31,3,58,10,1,0,2,18,1,1,89,12.4,158,1162:00:00,14:10,272,321,45.9,64,122,30,33
2022_2023,272,Mason Marchment,27,DAL,F,68,12,19,31,-6,80,10,2,0,2,16,3,0,148,8.1,264,1067:59:00,15:42,10,15,40,39,88,38,41
2022_2023,273,J.J. Moser,22,ARI,D,82,7,24,31,-12,35,4,3,0,1,16,8,0,93,7.5,213,1726:10:00,21:03,0,0,,137,80,14,43
2022_2023,274,Jeff Petry,35,PIT,D,61,5,26,31,2,24,3,2,0,0,19,7,0,113,4.4,253,1362:56:00,22:21,0,0,,111,190,23,36
2022_2023,275,Jonathan Toews,34,CHI,C,53,15,16,31,-31,43,6,9,0,1,13,3,0,87,17.2,138,938:40:00,17:43,594,347,63.1,23,9,37,42
2022_2023,276,MacKenzie Weegar,29,CGY,D,81,4,27,31,15,43,4,0,0,1,23,3,1,160,2.5,356,1708:59:00,21:06,0,0,,117,186,38,62
2022_2023,277,Eeli Tolvanen,23,2TM,RW,61,18,13,31,8,14,14,4,0,4,10,3,0,116,15.5,218,885:30:00,14:31,3,9,25,51,91,20,12
2022_2023,277,Eeli Tolvanen,23,NSH,RW,13,2,2,4,-2,4,2,0,0,1,2,0,0,19,10.5,34,166:37:00,12:49,1,2,33.3,16,22,0,2
2022_2023,277,Eeli Tolvanen,23,SEA,RW,48,16,11,27,10,10,12,4,0,3,8,3,0,97,16.5,184,718:53:00,14:59,2,7,22.2,35,69,20,10
2022_2023,278,Jason Dickinson,27,CHI,C,78,9,21,30,-29,28,8,1,0,1,17,0,4,114,7.9,209,1243:14:00,15:56,368,403,47.7,80,112,54,36
2022_2023,279,Alex Newhook,22,COL,C,82,14,16,30,0,22,13,1,0,3,15,1,0,116,12.1,192,1144:09:00,13:57,208,295,41.4,26,60,26,20
