SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251114,24,Edmonton Oilers,EDM,19,8,7,1.14,58,65,3.05,3.42,-0.37,28.47,10.72,20,52.5,50,15,30.0,50,9,82.0,112.0,56,115,2.573,55.53,45.29,44.14,18.09,40.76,0.44,8.42,-0.42,EDM,Pacific,Western
2024-2025,20251114,4,Florida Panthers,FLO,17,9,7,1.29,49,50,2.88,2.94,-0.06,28.12,10.25,19,47.7,65,13,20.0,59,13,78.0,98.0,72,161,3.04,42.16,52.68,51.52,84.1,57.62,0.49,8.32,0.68,FLA,Atlantic,Eastern
2024-2025,20251114,28,Los Angeles Kings,LAK,18,9,5,1.8,54,52,3.0,2.89,0.11,29.5,10.17,22,48.8,56,9,16.1,63,14,77.8,93.9,66,147,2.791,42.18,50.96,52.8,35.67,45.4,0.52,9.34,-0.34,LAK,Pacific,Western
2024-2025,20251114,25,Minnesota Wild,MIN,18,7,7,1.0,51,59,2.83,3.28,-0.45,28.5,9.94,18,47.5,66,19,28.8,40,11,72.5,101.3,47,119,2.587,49.56,42.56,44.75,43.01,44.97,0.43,7.68,-0.68,MIN,Central,Western
2024-2025,20251114,14,Montreal Canadiens,MTL,17,10,5,2.0,58,58,3.41,3.41,0.0,24.65,13.84,22,51.0,49,12,24.5,58,12,79.3,103.8,75,176,3.384,60.21,42.61,37.66,54.18,48.66,0.5,8.5,1.5,MTL,Atlantic,Eastern
2024-2025,20251114,18,Nashville Predators,NSH,18,5,9,0.56,47,65,2.61,3.61,-1.0,27.17,9.61,14,52.0,57,10,17.5,57,11,80.7,98.2,70,149,3.064,30.0,39.49,33.81,40.71,36.0,0.34,6.18,-1.18,NSH,Central,Western
2024-2025,20251114,7,New Jersey Devils,NJD,17,12,4,3.0,58,50,3.41,2.94,0.47,29.41,11.6,25,48.8,44,11,25.0,52,8,84.6,109.6,55,118,2.515,62.18,67.86,60.15,46.99,59.3,0.57,9.75,2.25,NJD,Metropolitan,Eastern
2024-2025,20251114,8,New York Islanders,NYI,17,9,6,1.5,57,54,3.35,3.18,0.17,29.29,11.45,20,52.9,56,10,17.9,56,11,80.4,98.3,70,171,3.266,54.43,45.75,47.01,53.13,50.08,0.53,8.94,0.06,NYI,Metropolitan,Eastern
2024-2025,20251114,9,New York Rangers,NYR,18,9,7,1.29,48,45,2.67,2.5,0.17,27.67,9.64,20,54.0,46,7,15.2,49,9,81.6,96.8,57,126,2.379,29.4,71.13,73.87,64.44,59.71,0.53,9.59,-0.59,NYR,Metropolitan,Eastern
2024-2025,20251114,13,Ottawa Senators,OTT,18,9,5,1.8,64,64,3.56,3.56,0.0,27.11,13.11,22,58.5,58,14,24.1,51,17,66.7,90.8,72,169,3.26,65.53,20.41,25.69,64.81,44.11,0.5,9.0,0.0,OTT,Atlantic,Eastern
2024-2025,20251114,6,Philadelphia Flyers,PHI,16,8,5,1.6,44,41,2.75,2.56,0.19,24.56,11.2,19,48.1,49,10,20.4,53,6,88.7,109.1,75,208,3.613,35.43,69.62,75.55,67.43,62.01,0.54,8.57,-0.57,PHI,Metropolitan,Eastern
2024-2025,20251114,10,Pittsburgh Penguins,PIT,17,9,5,1.8,56,45,3.29,2.65,0.64,28.29,11.64,21,49.4,42,15,35.7,51,8,84.3,120.0,61,160,2.911,67.68,69.35,69.76,26.36,58.29,0.61,10.31,-1.31,PIT,Metropolitan,Eastern
2024-2025,20251114,26,San Jose Sharks,SJS,18,8,7,1.14,55,58,3.06,3.22,-0.16,24.11,12.67,19,47.8,58,11,19.0,60,14,76.7,95.7,66,146,2.879,43.95,45.24,41.85,43.48,43.63,0.47,8.54,-0.54,SJS,Pacific,Western
2024-2025,20251114,143,Seattle Kraken,SEA,17,8,4,2.0,45,47,2.65,2.76,-0.11,24.65,10.74,21,44.6,51,10,19.6,46,14,69.6,89.2,54,133,2.642,31.4,48.81,55.76,34.75,42.68,0.48,8.15,-0.15,SEA,Pacific,Western
2024-2025,20251114,17,St. Louis Blues,STL,17,6,8,0.75,47,64,2.76,3.76,-1.0,26.24,10.54,15,50.2,45,11,24.4,44,13,70.5,94.9,54,126,2.954,39.98,22.69,24.34,66.13,38.29,0.35,5.95,0.05,STL,Central,Western
2024-2025,20251114,1,Tampa Bay Lightning,TBL,16,8,6,1.33,49,48,3.06,3.0,0.06,26.88,11.4,18,44.8,53,9,17.0,51,6,88.2,105.2,73,171,3.311,43.33,62.8,60.96,51.23,54.58,0.51,8.16,-0.16,TBL,Atlantic,Eastern
2024-2025,20251114,12,Toronto Maple Leafs,TOR,18,8,8,1.0,65,69,3.61,3.83,-0.22,27.44,13.16,18,55.8,47,8,17.0,55,12,78.2,95.2,66,141,3.076,59.73,28.18,24.89,64.33,44.28,0.47,8.47,-0.47,TOR,Atlantic,Eastern
2024-2025,20251114,30,Utah Mammoth,UTA,17,10,7,1.43,56,52,3.29,3.06,0.23,29.82,11.05,20,47.6,51,8,15.7,45,9,80.0,95.7,62,154,2.988,50.6,55.22,54.44,28.77,47.26,0.54,9.11,0.89,UTA,Central,Western
2024-2025,20251114,21,Vancouver Canucks,VAN,18,8,9,0.89,53,63,2.94,3.5,-0.56,27.56,10.69,17,45.8,57,11,19.3,60,20,66.7,86.0,70,154,3.082,42.17,23.31,22.8,57.21,36.37,0.41,7.45,0.55,VAN,Pacific,Western
2024-2025,20251114,142,Vegas Golden Knights,VGK,16,7,4,1.75,51,48,3.19,3.0,0.19,29.62,10.76,19,54.3,58,12,20.7,45,10,77.8,98.5,55,127,2.771,52.98,50.06,53.63,47.15,50.95,0.53,8.49,-1.49,VGK,Pacific,Western
2024-2025,20251114,5,Washington Capitals,WSH,17,8,8,1.0,49,44,2.88,2.59,0.29,29.88,9.65,17,48.5,54,8,14.8,56,15,73.2,88.0,74,179,3.129,37.78,51.85,59.67,52.82,50.53,0.55,9.4,-1.4,WSH,Metropolitan,Eastern
2024-2025,20251114,2,Winnipeg Jets,WPJ,17,10,7,1.43,55,47,3.24,2.76,0.48,27.12,11.93,20,53.2,57,13,22.8,66,10,84.8,107.6,74,172,3.074,54.62,68.51,62.66,59.09,61.22,0.58,9.85,0.15,WPG,Central,Western
