SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251126,24,Edmonton Oilers,EDM,25,10,10,1.0,77,93,3.08,3.72,-0.64,28.32,10.88,25,52.4,60,17,28.3,65,14,78.5,106.8,80,185,2.952,57.72,30.15,29.84,26.85,36.14,0.41,10.17,-0.17,EDM,Pacific,Western
2024-2025,20251126,4,Florida Panthers,FLO,22,12,9,1.33,70,67,3.18,3.05,0.13,28.64,11.11,25,47.9,82,17,20.7,76,16,78.9,99.6,100,225,3.231,55.23,48.49,45.53,82.58,57.96,0.52,11.46,0.54,FLA,Atlantic,Eastern
2024-2025,20251126,28,Los Angeles Kings,LAK,23,11,6,1.83,62,60,2.7,2.61,0.09,29.04,9.28,28,48.9,72,11,15.3,74,14,81.1,96.4,79,173,2.539,30.7,63.06,63.78,36.41,48.49,0.52,11.89,-0.89,LAK,Pacific,Western
2024-2025,20251126,25,Minnesota Wild,MIN,23,12,7,1.71,68,64,2.96,2.78,0.18,27.87,10.61,28,47.8,82,21,25.6,54,13,75.9,101.5,63,154,2.403,52.06,57.43,59.84,51.47,55.2,0.53,12.22,-0.22,MIN,Central,Western
2024-2025,20251126,14,Montreal Canadiens,MTL,21,11,7,1.57,72,74,3.43,3.52,-0.09,25.52,13.43,25,50.8,62,13,21.0,71,17,76.1,97.1,101,253,3.767,62.96,31.4,27.59,62.49,46.11,0.49,10.23,0.77,MTL,Atlantic,Eastern
2024-2025,20251126,18,Nashville Predators,NSH,22,6,12,0.5,52,81,2.36,3.68,-1.32,27.91,8.47,16,52.8,68,11,16.2,63,11,82.5,98.7,77,163,2.915,18.28,41.15,33.21,39.13,32.94,0.29,6.41,-0.41,NSH,Central,Western
2024-2025,20251126,7,New Jersey Devils,NJD,22,14,7,2.0,69,67,3.14,3.05,0.09,29.55,10.62,29,48.9,56,13,23.2,64,11,82.8,106.0,74,159,2.617,55.3,60.69,53.44,47.46,54.22,0.51,11.32,2.68,NJD,Metropolitan,Eastern
2024-2025,20251126,8,New York Islanders,NYI,23,13,8,1.62,71,64,3.09,2.78,0.31,28.7,10.76,28,52.1,74,10,13.5,70,12,82.9,96.4,91,245,3.216,42.92,59.55,61.35,50.48,53.58,0.55,12.71,0.29,NYI,Metropolitan,Eastern
2024-2025,20251126,9,New York Rangers,NYR,24,11,11,1.0,61,62,2.54,2.58,-0.04,26.29,9.67,24,53.8,55,11,20.0,66,14,78.8,98.8,81,185,2.545,27.08,62.15,65.63,69.6,56.11,0.49,11.81,-0.81,NYR,Metropolitan,Eastern
2024-2025,20251126,13,Ottawa Senators,OTT,22,11,7,1.57,71,71,3.23,3.23,0.0,26.59,12.14,26,58.6,71,16,22.5,62,19,69.4,91.9,86,200,3.065,57.58,29.91,35.01,60.99,45.87,0.5,11.0,0.0,OTT,Atlantic,Eastern
2024-2025,20251126,6,Philadelphia Flyers,PHI,21,11,7,1.57,60,59,2.86,2.81,0.05,24.86,11.49,25,48.1,58,10,17.2,62,9,85.5,102.7,87,235,3.343,36.26,61.86,63.62,60.83,55.64,0.51,10.69,0.31,PHI,Metropolitan,Eastern
2024-2025,20251126,10,Pittsburgh Penguins,PIT,21,10,6,1.67,63,55,3.0,2.62,0.38,27.19,11.03,25,49.4,50,16,32.0,61,9,85.2,117.2,71,182,2.746,58.1,71.85,69.72,21.49,55.29,0.57,11.91,-1.91,PIT,Metropolitan,Eastern
2024-2025,20251126,26,San Jose Sharks,SJS,23,11,9,1.22,68,71,2.96,3.09,-0.13,24.22,12.21,25,48.1,82,15,18.3,76,15,80.3,98.6,85,195,2.91,42.32,49.92,46.86,46.87,46.49,0.48,11.01,-0.01,SJS,Pacific,Western
2024-2025,20251126,143,Seattle Kraken,SEA,22,11,5,2.2,57,56,2.59,2.55,0.04,24.14,10.73,28,45.1,61,12,19.7,61,18,70.5,90.2,71,167,2.507,28.31,51.57,58.42,29.92,42.06,0.51,11.17,-0.17,SEA,Pacific,Western
2024-2025,20251126,17,St. Louis Blues,STL,23,7,10,0.7,61,83,2.65,3.61,-0.96,25.52,10.39,20,51.0,57,13,22.8,56,14,75.0,97.8,64,150,2.71,34.2,32.18,31.68,56.45,38.63,0.35,8.05,-1.05,STL,Central,Western
2024-2025,20251126,1,Tampa Bay Lightning,TBL,22,13,7,1.86,69,60,3.14,2.73,0.41,26.27,11.94,28,45.2,69,12,17.4,72,9,87.5,104.9,105,273,3.542,48.09,68.0,66.87,58.58,60.39,0.57,12.53,0.47,TBL,Atlantic,Eastern
2024-2025,20251126,12,Toronto Maple Leafs,TOR,22,9,10,0.9,74,82,3.36,3.73,-0.37,27.77,12.11,21,56.2,58,9,15.5,65,13,80.0,95.5,81,190,3.19,54.26,32.11,28.45,64.28,44.77,0.45,9.86,-0.86,TOR,Atlantic,Eastern
2024-2025,20251126,30,Utah Mammoth,UTA,23,12,8,1.5,71,68,3.09,2.96,0.13,28.83,10.71,27,46.3,64,9,14.1,62,10,83.9,98.0,87,210,2.964,43.25,62.44,58.59,29.33,48.4,0.52,11.99,0.01,UTA,Central,Western
2024-2025,20251126,21,Vancouver Canucks,VAN,23,9,12,0.75,71,86,3.09,3.74,-0.65,26.65,11.58,20,47.4,77,18,23.4,75,23,69.3,92.7,94,221,3.409,53.46,11.57,13.9,61.08,35.0,0.41,9.33,-0.33,VAN,Pacific,Western
2024-2025,20251126,142,Vegas Golden Knights,VGK,22,10,5,2.0,68,64,3.09,2.91,0.18,29.91,10.33,27,54.4,76,18,23.7,58,11,81.0,104.7,73,166,2.646,55.76,56.8,57.93,38.65,52.28,0.53,11.66,-1.66,VGK,Pacific,Western
2024-2025,20251126,5,Washington Capitals,WSH,23,12,9,1.33,76,61,3.3,2.65,0.65,29.78,11.09,26,48.0,70,11,15.7,73,20,72.6,88.3,94,222,2.982,53.64,45.66,53.43,45.29,49.5,0.61,13.98,-1.98,WSH,Metropolitan,Eastern
2024-2025,20251126,2,Winnipeg Jets,WPJ,21,12,9,1.33,67,59,3.19,2.81,0.38,27.33,11.67,24,53.2,65,16,24.6,74,12,83.8,108.4,86,207,3.071,58.5,60.81,58.66,56.15,58.53,0.56,11.82,0.18,WPG,Central,Western
