SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251109,24,Edmonton Oilers,EDM,16,6,6,1.0,47,55,2.94,3.44,-0.5,28.56,10.28,16,52.7,45,15,33.3,44,8,81.8,115.1,45,90,2.505,55.78,44.27,42.66,13.95,39.17,0.42,6.75,-0.75,EDM,Pacific,Western
2024-2025,20251109,4,Florida Panthers,FLO,15,7,7,1.0,40,45,2.67,3.0,-0.33,28.67,9.3,15,47.4,57,10,17.5,54,13,75.9,93.4,65,144,3.093,35.89,47.87,46.87,85.6,54.06,0.44,6.63,0.37,FLA,Atlantic,Eastern
2024-2025,20251109,28,Los Angeles Kings,LAK,15,6,5,1.2,42,46,2.8,3.07,-0.27,29.4,9.52,16,49.8,47,8,17.0,57,13,77.2,94.2,60,135,3.038,39.03,43.62,44.76,45.52,43.23,0.45,6.81,-0.81,LAK,Pacific,Western
2024-2025,20251109,25,Minnesota Wild,MIN,16,6,7,0.86,48,57,3.0,3.56,-0.56,29.06,10.32,15,47.7,58,18,31.0,34,10,70.6,101.6,41,107,2.714,57.21,34.41,35.95,47.61,43.8,0.42,6.64,-0.64,MIN,Central,Western
2024-2025,20251109,14,Montreal Canadiens,MTL,15,10,3,3.33,57,46,3.8,3.07,0.73,24.87,15.28,22,51.9,43,12,27.9,52,11,78.8,106.7,66,155,3.243,72.07,50.78,48.05,49.21,55.03,0.61,9.08,0.92,MTL,Atlantic,Eastern
2024-2025,20251109,18,Nashville Predators,NSH,17,5,8,0.62,44,59,2.59,3.47,-0.88,27.0,9.59,14,52.2,53,8,15.1,55,10,81.8,96.9,68,145,3.059,29.29,44.47,39.57,41.87,38.8,0.36,6.08,-1.08,NSH,Central,Western
2024-2025,20251109,7,New Jersey Devils,NJD,15,11,4,2.75,52,44,3.47,2.93,0.54,28.53,12.15,22,48.7,39,10,25.6,48,6,87.5,113.1,51,110,2.59,62.73,67.43,60.51,50.47,60.29,0.58,8.76,2.24,NJD,Metropolitan,Eastern
2024-2025,20251109,8,New York Islanders,NYI,15,7,6,1.17,50,49,3.33,3.27,0.06,30.0,11.11,16,52.4,50,8,16.0,47,10,78.7,94.7,61,153,3.336,52.75,41.25,43.67,51.39,47.26,0.51,7.64,-0.64,NYI,Metropolitan,Eastern
2024-2025,20251109,9,New York Rangers,NYR,16,7,7,1.0,35,39,2.19,2.44,-0.25,28.69,7.63,16,54.2,41,5,12.2,42,7,83.3,95.5,49,110,2.316,17.56,73.15,74.36,61.72,56.7,0.45,7.14,-0.14,NYR,Metropolitan,Eastern
2024-2025,20251109,13,Ottawa Senators,OTT,15,7,5,1.4,53,56,3.53,3.73,-0.2,27.4,12.9,17,58.7,52,13,25.0,45,15,66.7,91.7,64,150,3.453,64.22,19.53,21.56,65.82,42.78,0.47,7.09,-0.09,OTT,Atlantic,Eastern
2024-2025,20251109,6,Philadelphia Flyers,PHI,15,8,5,1.6,43,39,2.87,2.6,0.27,24.8,11.56,18,49.0,46,9,19.6,51,6,88.2,107.8,72,202,3.724,39.04,63.9,70.46,66.25,59.91,0.55,8.24,-0.24,PHI,Metropolitan,Eastern
2024-2025,20251109,10,Pittsburgh Penguins,PIT,16,9,4,2.25,54,42,3.38,2.62,0.76,28.0,12.05,21,49.4,40,14,35.0,47,7,85.1,120.1,57,152,2.917,67.82,67.46,68.93,24.75,57.24,0.62,9.99,-0.99,PIT,Metropolitan,Eastern
2024-2025,20251109,26,San Jose Sharks,SJS,16,7,6,1.17,53,55,3.31,3.44,-0.13,24.94,13.28,17,48.2,53,10,18.9,53,13,75.5,94.4,59,132,2.997,51.05,38.54,34.94,42.42,41.74,0.48,7.69,-0.69,SJS,Pacific,Western
2024-2025,20251109,143,Seattle Kraken,SEA,14,7,3,2.33,38,41,2.71,2.93,-0.22,24.79,10.95,18,44.8,43,9,20.9,36,11,69.4,90.3,43,111,2.734,35.83,44.39,50.98,38.56,42.44,0.46,6.45,0.55,SEA,Pacific,Western
2024-2025,20251109,17,St. Louis Blues,STL,16,5,8,0.62,44,62,2.75,3.88,-1.13,25.94,10.6,13,50.3,43,10,23.3,43,13,69.8,93.1,52,122,3.045,39.43,22.37,21.67,64.79,37.06,0.33,5.35,-0.35,STL,Central,Western
2024-2025,20251109,1,Tampa Bay Lightning,TBL,15,8,5,1.6,46,41,3.07,2.73,0.34,26.2,11.7,18,44.7,50,9,18.0,48,5,89.6,107.6,69,163,3.241,44.36,67.85,68.19,43.38,55.95,0.56,8.38,-0.38,TBL,Atlantic,Eastern
2024-2025,20251109,12,Toronto Maple Leafs,TOR,15,8,6,1.33,55,55,3.67,3.67,0.0,28.4,12.91,17,54.3,38,6,15.8,43,8,81.4,97.2,51,111,2.934,59.41,37.94,34.9,56.13,47.09,0.5,7.5,0.5,TOR,Atlantic,Eastern
2024-2025,20251109,30,Utah Mammoth,UTA,15,9,6,1.5,49,46,3.27,3.07,0.2,29.27,11.16,18,47.3,48,8,16.7,41,9,78.0,94.7,56,134,2.967,50.95,51.65,51.35,29.87,45.95,0.53,7.97,1.03,UTA,Central,Western
2024-2025,20251109,21,Vancouver Canucks,VAN,16,8,8,1.0,46,53,2.88,3.31,-0.43,26.94,10.67,16,45.2,50,9,18.0,53,16,69.8,87.8,63,140,3.048,39.6,34.86,34.23,57.11,41.45,0.43,6.89,1.11,VAN,Pacific,Western
2024-2025,20251109,142,Vegas Golden Knights,VGK,14,7,3,2.33,46,41,3.29,2.93,0.36,29.5,11.14,18,55.4,50,12,24.0,37,8,78.4,102.4,45,104,2.624,58.7,54.85,56.27,43.92,53.44,0.56,7.81,-0.81,VGK,Pacific,Western
2024-2025,20251109,5,Washington Capitals,WSH,15,7,7,1.0,42,37,2.8,2.47,0.33,29.33,9.55,15,48.3,47,7,14.9,46,13,71.7,86.6,62,152,3.006,37.1,53.18,62.85,55.23,52.09,0.56,8.44,-1.44,WSH,Metropolitan,Eastern
2024-2025,20251109,2,Winnipeg Jets,WPJ,14,9,5,1.8,46,35,3.29,2.5,0.79,27.21,12.07,18,52.7,46,10,21.7,57,6,89.5,111.2,65,154,3.147,54.34,75.53,72.77,64.64,66.82,0.63,8.88,0.12,WPG,Central,Western
