SEASON,SNAPSHOT_DATE,TEAM_ID,TEAM,TEAM_ABBR,GAMES_PLAYED,WINS,LOSSES,WL_RATIO,GF,GA,GF_PG,GA_PG,GPG_DIFF,SF_PG,SHOT_PCT,PTS,FO_PCT,PP,PPG,PP_PCT,PK,PKGA,PK_PCT,ST_PCT,P,PIM,UNF_ERRORS,OFF,DEF,GOAL,GRIT,BALANCE,PYTH_WIN_PCT,PYTH_WINS,WINS_ABOVE_EXPECTED,TEAM_ABBR_CANON,DIVISION,CONFERENCE
2024-2025,20251113,14,Montreal Canadiens,MTL,16,10,4,2.5,58,51,3.62,3.19,0.43,24.69,14.68,22,51.7,46,12,26.1,55,11,80.0,106.1,69,161,3.237,67.72,49.59,44.96,49.74,53.0,0.56,9.01,0.99,MTL,Atlantic,Eastern
2024-2025,20251113,18,Nashville Predators,NSH,18,5,9,0.56,47,65,2.61,3.61,-1.0,27.17,9.61,14,52.0,57,10,17.5,57,11,80.7,98.2,70,149,3.064,31.23,39.37,33.61,40.33,36.14,0.34,6.18,-1.18,NSH,Central,Western
2024-2025,20251113,7,New Jersey Devils,NJD,17,12,4,3.0,58,50,3.41,2.94,0.47,29.41,11.6,25,48.8,44,11,25.0,52,8,84.6,109.6,55,118,2.515,62.41,66.69,59.23,46.96,58.82,0.57,9.75,2.25,NJD,Metropolitan,Eastern
2024-2025,20251113,8,New York Islanders,NYI,16,8,6,1.33,53,51,3.31,3.19,0.12,29.62,11.18,18,52.7,51,9,17.6,51,11,78.4,96.0,65,161,3.273,53.53,42.32,44.96,52.22,48.26,0.52,8.3,-0.3,NYI,Metropolitan,Eastern
2024-2025,20251113,9,New York Rangers,NYR,18,9,7,1.29,48,45,2.67,2.5,0.17,27.67,9.64,20,54.0,46,7,15.2,49,9,81.6,96.8,57,126,2.379,30.63,69.96,72.57,64.12,59.32,0.53,9.59,-0.59,NYR,Metropolitan,Eastern
2024-2025,20251113,13,Ottawa Senators,OTT,17,8,5,1.6,59,61,3.47,3.59,-0.12,27.41,12.66,20,58.3,56,13,23.2,49,16,67.3,90.5,69,160,3.278,62.08,20.75,24.8,63.68,42.83,0.48,8.21,-0.21,OTT,Atlantic,Eastern
2024-2025,20251113,6,Philadelphia Flyers,PHI,16,8,5,1.6,44,41,2.75,2.56,0.19,24.56,11.2,19,48.1,49,10,20.4,53,6,88.7,109.1,75,208,3.613,36.11,68.6,74.21,66.42,61.34,0.54,8.57,-0.57,PHI,Metropolitan,Eastern
2024-2025,20251113,10,Pittsburgh Penguins,PIT,17,9,5,1.8,56,45,3.29,2.65,0.64,28.29,11.64,21,49.4,42,15,35.7,51,8,84.3,120.0,61,160,2.911,67.82,68.22,68.58,25.99,57.65,0.61,10.31,-1.31,PIT,Metropolitan,Eastern
2024-2025,20251113,26,San Jose Sharks,SJS,17,8,6,1.33,55,56,3.24,3.29,-0.05,24.59,13.16,19,48.3,56,11,19.6,57,14,75.4,95.0,63,140,2.932,50.45,41.03,37.84,44.31,43.41,0.49,8.37,-0.37,SJS,Pacific,Western
2024-2025,20251113,143,Seattle Kraken,SEA,16,7,4,1.75,40,44,2.5,2.75,-0.25,25.06,9.98,19,44.5,48,9,18.8,43,13,69.8,88.6,51,127,2.662,27.29,48.57,55.56,36.6,42.0,0.45,7.24,-0.24,SEA,Pacific,Western
2024-2025,20251113,17,St. Louis Blues,STL,17,6,8,0.75,47,64,2.76,3.76,-1.0,26.24,10.54,15,50.2,45,11,24.4,44,13,70.5,94.9,54,126,2.954,40.8,23.13,24.38,65.78,38.52,0.35,5.95,0.05,STL,Central,Western
2024-2025,20251113,1,Tampa Bay Lightning,TBL,16,8,6,1.33,49,48,3.06,3.0,0.06,26.88,11.4,18,44.8,53,9,17.0,51,6,88.2,105.2,73,171,3.311,43.86,61.91,60.03,50.56,54.09,0.51,8.16,-0.16,TBL,Atlantic,Eastern
2024-2025,20251113,12,Toronto Maple Leafs,TOR,17,8,8,1.0,62,65,3.65,3.82,-0.17,28.18,12.94,17,55.0,46,8,17.4,53,12,77.4,94.8,64,137,3.12,61.49,27.14,24.13,64.34,44.27,0.48,8.11,-0.11,TOR,Atlantic,Eastern
2024-2025,20251113,30,Utah Mammoth,UTA,17,10,7,1.43,56,52,3.29,3.06,0.23,29.82,11.05,20,47.6,51,8,15.7,45,9,80.0,95.7,62,154,2.988,51.16,54.5,53.68,28.29,46.91,0.54,9.11,0.89,UTA,Central,Western
2024-2025,20251113,21,Vancouver Canucks,VAN,18,8,9,0.89,53,63,2.94,3.5,-0.56,27.56,10.69,17,45.8,57,11,19.3,60,20,66.7,86.0,70,154,3.082,42.94,23.73,22.84,56.8,36.58,0.41,7.45,0.55,VAN,Pacific,Western
2024-2025,20251113,142,Vegas Golden Knights,VGK,15,7,4,1.75,48,44,3.2,2.93,0.27,29.67,10.79,18,54.9,53,12,22.6,40,9,77.5,100.1,50,117,2.697,55.72,53.75,55.85,46.27,52.9,0.54,8.16,-1.16,VGK,Pacific,Western
2024-2025,20251113,5,Washington Capitals,WSH,16,8,7,1.14,46,38,2.88,2.38,0.5,29.25,9.83,17,48.2,52,8,15.4,51,13,74.5,89.9,69,169,3.054,38.89,58.4,67.49,54.52,54.83,0.59,9.51,-1.51,WSH,Metropolitan,Eastern
2024-2025,20251113,2,Winnipeg Jets,WPJ,16,10,6,1.67,52,42,3.25,2.62,0.63,27.19,11.95,20,53.2,54,12,22.2,63,9,85.7,107.9,71,166,3.07,54.67,71.94,66.91,60.32,63.46,0.61,9.7,0.3,WPG,Central,Western
